nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
312,Cresterea calitatii serviciilor medicale prestate de cabinetul veterinar al SC Vet Consult SRL,SC Vet Consult SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,73.430,0,31.470,19.931,124.831,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
313,Cresterea gradului de utilizare a tehnologiilor noi – modern prin achizitionarea de echipamente specific pentru studioul de televiziune DIVA TV – Municipiul Giurgiu,S.C. ROMPROD S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,71.662,0,30.713,19.451,121.826,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
314,"Utilizarea tehnologiei de vârf în serviciile de radiologie dentara –dezvoltare durabila, calitate si competitivitate",AS.F. Trandafirescu S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,179.991,0,77.139,48.855,305.985,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
315,"Achizitie de echipamente si tehnologii noi, moderne pentru activitatea SC MEDEXCELA SRL în localitatea Alexandria, judetul Teleorman",S.C. MEDEXCELA S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,158.131,0,67.771,42.921,268.823,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
316,"NET GROUP COMMUNICATIONS SRL- cresterea competitivitatii si a calitatii serviciilor prestate prin achizitia de sisteme IT, echipamente si tehnologii noi",SC NET GROUP COMMUNICATIONS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,82.173,0,35.217,25.950,143.340,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
317,Cresterea gradului de utilizare a echipamentelor noi – modern prin achizitionarea unui buldoexcavator de 100 CP la SC Muntenia INVEST – Municipiul Giurgiu,S.C. MUNTENIA INVEST S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,177.939,0,76.260,48.298,302.497,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
318,Dezvoltarea de noi capacitati de productie pentru executia prin extrudare de repere din mase plastice si cauciuc,SC Holding Startrom Invest MG S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,487.542,0,208.947,132.333,828.822,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
319,Calea spre lumina – Diversificarea gamei de produse a S.C. ATERAPLAST S.R.L.,S.C. ATERA PLAST S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,177.312,0,75.992,47.871,301.175,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
320,Statie producere biodiesel,S.C. Moara Spicul Baraganului S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,467.445,0,210.011,587.938,1.265.394,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
321,Modularitete si naturalete în spatiile de birouri – compartimentari din lemn si sticla,SC A&M PROFESIONAL MONTAJ SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,720.820,0,329.380,425.290,1.475.490,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
322,Modernizare hala de fabricatie prin achizitie de utilaje la SC CONTAS SERV TÂRGOVISTE,S.C. CONTAS SERV S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,199.209,0,85.375,54.071,338.655,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
323,Cresterea productivitatii societatii AVIGEO SRL – factor economic important pentru dezvoltarea locala si regionala,S.C. AVIGEO S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,728.879,0,398.893,413.306,1.541.078,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
324,"Constructie hala si crestere capacitate de productie, Ramnicu Valcea, jud.Valcea",SC Cofrarom Flex CO SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,683.205,0,292.802,272.191,1.248.198,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
325,Achizitie aparatura medicala laborator - SC Lami SRL -,SC Lami SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,423.640,0,181.560,116.800,722.000,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
326,Dezvoltarea si imbunatatirea calitatii serviciilor stomatologice oferite de SC Stomato SRL,SC Stomato SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,66.977,0,28.710,18.181,113.868,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
327,Dezvoltarea si modernizarea laboratorului de analize medicale SC Ultratest SRL Craiova,SC Ultratest SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,145.320,0,62.280,39.444,247.044,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
328,Dotare clinica stomatologica cu aparatura si mobilier,SC Ancodent SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,288.400,0,123.600,78.280,490.280,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
329,Achizitie linie fabricat pahare carton,SC Jilpack Prod Com SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,728.900,0,327.300,211.278,1.267.478,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
330,Dezvoltarea si cresterea competitivitatii SC Doctor Vancu SRL prin achizitia unui echipament medical,SC Doctor Vancu SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,364.163,0,163.560,102.171,629.894,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
331,SC Medoc SRL - Achizitie echipamente medicale,SC Medoc SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,184.536,0,82.908,52.814,320.258,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
332,Eficientizarea activitatii de prestari servicii prin introducerea de noi tehnologii moderne,SC Iris-Cosm SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,169.597,0,76.196,46.701,292.493,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
333,Euroservice,SC Nurvil Tuning SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,728.900,0,761.036,278.206,1.768.142,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
334,Cresterea calitatii serviciilor medicale prin modernizarea dotarii de specialitate la SC Mogosmed SRL,SC Mogosmed SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,692.008,0,310.902,190.552,1.193.462,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
335,"Construirea unui imobil cu destinatia ""Centrul de asistenta medicala ambulatorie si mentorat medical"" si dotarea acestuia cu mobilier specific unitatilor sanitare si cu echipamente IT",SC Centrul medical Sama SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,728.900,0,710.006,301.392,1.740.298,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
336,"Dezvoltarea microinteprinderii SC Total Automobile SRL din Targu Jiu, diversificarea activitatii prin achizitia si operationalizarea unei linii tehnologice specifice intretinerii si operatiilor auto",SC Total Automobile SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,180.210,0,77.233,48.914,306.357,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
337,Dotarea Centrului medical Sfantul Nicolae,SC Mecclinic SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,439.304,0,197.368,120.968,757.640,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
338,Ecocardiografia - diagnosticare eficienta pentru bolile cardiovasculare,SC Cardinvest SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,162.773,0,69.760,44.181,276.715,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
339,Publicitate pe intelesul tuturor,SC M.K.R. Transport 2000 SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,129.639,0,55.600,35.195,220.434,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
340,Utilaje pentru pavele competitive in regiunea Sud - Vest,SC Paraschiv SNC,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,695.273,0,358.171,349.537,1.402.981,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
341,Modernizare spatiu de productie - SC ATN Consult Srl,SC ATN Consult Srl,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,72.047,0,30.877,19.556,122.480,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
342,"Diversificarea serviciilor oferite de SC Dioptria SRL, prin dotarea unui centru de microchirurgie oculara",SC Dioptria SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,650.101,0,278.615,176.457,1.105.173,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
343,Dezvoltarea capacitatii tehnice a firmei SC Toposurvey prin achizitionarea de echipamente moderne,SC Toposurvey SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,235.805,0,101.541,64.186,401.533,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
344,Extindere si modernizare baza materiala Policlinica Stomatologica,SC Arca Med SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,614.753,0,263.465,166.861,1.045.079,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
345,Extindere si modernizare atelier pentru fabricarea articolelor din sticla ceramica,SC Cerglass SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,675.320,0,289.423,183.301,1.148.044,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
346,Dotarea cu mobilier si echipamente specifice consultantei pentru afaceri si management,SC Morar Expert&Investment SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,304.196,0,130.370,82.564,517.130,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
347,Crearea unui Data Centre în folosul întreprinderilor mici si mijlocii din Regiunea Vest,SC Target SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,328.135,0,140.890,89.115,558.140,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
348,Dezvoltarea Genuine Advertising SRL prin constructia unei hale si achizitiade echipamente pt eficientizarea productiei de structuri si confectii metalice utilizate în industria publicitara,SC Genuine Advertising SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,728.864,0,801.004,290.675,1.820.543,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
349,Dezvoltarea afacerii în domeniul tâmplariei din lemn stratificat,SC Consser SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,209.500,0,89.896,56.885,356.281,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
350,Dreptul de a vedea,SC Oftalmologica SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,283.177,0,121.363,83.368,487.908,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
351,Eficientizarea si cresterea capacitatii productive a SC Mobila si Binale SRL prin achizitia unui sistem flexibil de prelucrare cu comanda numerica a palului si a lemnului masiv,SC Mobila si Binale SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,440.998,0,189.900,119.871,750.769,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
352,Construire si dotare atelier confectii lenjerie de corp si de pat,SC Cata Conf Srl,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,261.702,0,112.158,71.033,444.893,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
353,Start pentru succes-competitivitate si profesionalism pe piata constructiilor Timisene prin standarde europene,SC Valman Construct SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,390.000,0,171.250,106.738,667.988,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
354,Profi Beton -Baza Constructiilor Durabile la Standarde Europene,SC Profi Beton SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,647.248,0,277.725,216.561,1.141.534,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
355,Cresterea competitivitatii SC MD Electric SRL Lugoj în sectorul instalatiilor electricve prin achizitia de utilaje si echipamente IT,SC MD Electric SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,593.092,0,273.734,240.037,1.106.863,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
356,Achizitie utilaj fabricare tub flexibil pentru instalatii electrice prin extrudare,SC PRIMA PLUS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,386.981,0,165.849,32.018,584.848,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
357,Modernizarea tehnologica si extinderea capacitatii de productie a fabricii de mobila SOTRANS( lemn masiv si furnir),SC Sotrans SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,584.516,0,250.507,164.604,999.627,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
358,Achizitionarea echipamentelor performante pentru dezvoltarea societatii Doralux SRL-,SC DORALUX SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,44.711,0,19.162,12.136,76.009,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
359,Dezvoltarea infrastructurii de productie prin investitii de tehnologizare si modernizare la SC Peroni Mirko SRL,SC Peroni Mirko SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,721.500,0,654.160,261.375,1.637.035,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
360,Dotarea cu utilaje a unei firme de prelucrari mecanice,SC Centrul de prelucrari mecanice Bocsa SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,489.311,0,209.705,132.813,831.828,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
361,Înfiintarea unui centru SPA în Baile Herculane,SC Arcos SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,714.322,0,363.721,204.828,1.282.871,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
362,Pentru cele mai frumoase nunti-rochii de mireasa unice prin dotari europene,SC BIA-FILM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,75.000,0,32.730,20.509,128.239,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
363,Dotarea cu echipamente în vederea realizarii de implanturi dentare,SC MKM DENT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,63.446,0,27.191,16.439,107.076,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
364,Mimar Cons SRL-Achizitionarea unei instalatii de fabricarea elementelor din beton,SC MIMAR CONS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,141.783,0,60.765,38.484,241.032,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
365,Dezvoltarea economica a societatii comerciale Minola SRL,SC MINOLA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,226.568,0,97.101,59.420,383.089,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
366,Dezvoltarea economica a societatii comerciale Ecomed SRL,SC ECOMED SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,131.826,0,56.522,34.055,222.403,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
367,"Achizitionarea de aparatura medicala, mobilier, sisteme IT, si software pentru laboratorul medical, precum si aparatura speciala pentru deschiderea unui cabinet stomatologic al M.C MEDICAL din Timisoara",SC M.C. MEDICAL SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,423.480,0,181.492,114.945,719.917,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
368,"Cresterea capacitatii de productie si a calitatii produselor ""tricotaje"" în cadrul SC RUNNING TEX SRL , mun. Petrosani, Jud. Hunedoara",SC RUNING TEX SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,595.150,0,255.064,161.541,1.011.755,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
369,Extinderea volumului productivitatii la SC Band Metal SRL,SC BAND METAL SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,174.160,0,74.640,60.957,309.757,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
370,"Prevenirea cancerului de col uterin, cancerului ovarian si al cancerului de sân",SC Obstetrica si Ginecologie dr. Romeo Stanescu SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,202.895,0,86.955,52.488,342.338,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
371,"Dezvoltarea si cresterea calitatii serviciilor medicale stomatologice oferite de SC PHILIP GRAND AKRAV SRL, Timisoara, judetul Timisoara",SC PHILIP GRAND AKRAV SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,726.304,0,341.789,202.936,1.271.029,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
372,Achizitia unui ecograf performant pentru diagnosticarea anomaliilor fetale si materne,SC OBSTETRIX SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,163.138,0,69.919,105.136,338.193,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
373,"Achizitia unui utilaj performant pentru lucrari de foraj si teste geotehnice necesare proiectarii infrastructurilor la constructii civile industriale , drumuri, poduri si cai ferate,jud. Arad",SC GEOPROIECT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,322.903,0,138.387,87.645,548.935,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
374,Dezvoltarea echilibrata a întreprinderii si consolidarea pozitiei pe piata serviciilor geodezice si topografice prin modernizarea echipamentelor utilitare,SC MS-CAD SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,264.893,0,113.526,71.899,450.318,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
375,Dezvoltarea economica a SC Brodconf SRl prin cresterea productivitatii si eficientizarea costurilor,SC Brodconf SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,714.322,0,306.138,279.073,1.299.533,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
376,"Achizitie aparatura hi-tech pentru lucrari dentare de ceramica pe suport de zirconiu si metalo- ceramice, municipiul Oradea, judetul Bihor",SC DENTGLASS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,292.632,0,125.414,79.429,497.475,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
377,Competitivitate prin dezvoltarea de noi produse,SC AMAPREST SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,264.436,0,113.330,71.775,449.541,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
378,"Internalizarea activitatii de executie fundatii cladiri si pregatire teren pentru drumuri prin achizitia de utilaje, Oradea, Bihor",SC VOX BRIO CONSTRUCT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,403.145,0,172.777,111.485,687.407,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
379,Dezvoltarea activitatilor de consultanta in afaceri si management la SC ORGMAN SRL Baia Mare,SC ORGMAN SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,97.615,0,41.835,26.496,165.946,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
380,Infiintarea unui complex de servicii auto,SC SANT DENIS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,682.022,0,292.296,282.870,1.257.188,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
381,Dezvoltarea economica a SC Mobi-lux Team SRL,SC Mobi-lux Team SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,650.543,0,278.804,192.046,1.121.393,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
382,Modernizarea si echiparea atelierului service SC ILE SERV SRL,SC ILE SERV SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,70.661,0,30.283,21.914,122.858,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
383,"Dezvoltare si specializarea SC CASA COSTA SRL prin achizitia de utilaje de pregatire a terenurilor pentru constructii, Oradea, Bihor",SC CASA COSTA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,376.358,0,161.296,104.214,641.869,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
384,Dezvoltarea activitatii de catering prin achizitia de echipamente specifice la Yoffi SRL Baia Mare,SC YOFFI SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,76.427,0,32.754,22.402,131.583,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
385,Solutii de impact moderne pentru productia publicitara,SC AMIDECO SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,190.300,0,81.558,51.653,323.511,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
386,Dezvoltarea de sisteme de localizare si monitorizare pentru vehicule si persoane,SC WS COMM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,318.099,0,136.328,82.351,536.778,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
387,"M&M Consult, Know-How to be smart",SC M&M CONSULT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,203.115,0,87.050,52.430,342.595,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
388,"Dezvoltarea unei linii moderne de productie in domeniul confectiilor metalice in orasul Huedin, judetul Cluj",SC PROMINTER EXPERT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,310.887,0,133.237,84.384,528.508,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
389,Modernizarea intreprinderii GENERAL CONSULTING SRL prin dotarea cu echipamente IT,SC GENERAL CONSULTING SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,62.304,0,26.703,16.911,105.918,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
390,Investitii in dezvoltarea serviciilor pentru copii si familii,SC ADVENTURE CAMPS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,113.440,0,48.617,30.449,192.506,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
391,Achizitionare utilaje pentru modernizarea procesului de executie lucrari de instalatii distributie gaz la SC PCV SALTUR SRL Cluj- Napoca,SC PCV SALTUR SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,518.714,0,222.306,140.794,881.814,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
392,Servicii de sanatate performante,SC GASTROENDOS PRESTARI SERVICII SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,106.401,0,45.600,28.880,180.881,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
393,"Dent As Med SRL - Achizitionarea aparaturii medicale pentru modernizarea centrului medical - Oradea, jud. Bihor",SC Dent As Med SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,136.435,0,58.473,37.032,231.940,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
394,Adaptarea serviciilor de topografie si cadastru a SC TOPO EXPERT SRL la standarde europene,SC TOPO EXPERT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,249.757,0,107.039,67.792,424.588,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
395,"SC M Termic SRL - Achizitionarea echipamentelor performante pentru dezvoltarea societatii - Satu Mare, jud. Satu Mare",SC M Termic SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,98.958,0,98.958,37.604,235.521,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
396,"Achizitia unui stand universal de probat pompe de injectie, Localitatea Carei, Judetul Satu Mare",SC Dacar Motor S.R.L.,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,68.387,0,29.309,18.562,116.258,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
397,"Optimizarea si eficientizarea productiei de mobila din cadrul SC Rotsin Prod Com SRL, Nasaud, judetul Bistrita Nasaud",SC Rotsin Prod Com SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,461.815,0,197.921,245.349,905.084,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
398,"Dezvoltarea si retehnologizare a pentru cresterea competitivitatii si productivitatii tipografiei SC Tiporom SRL Zalau, jud. Salaj",SC Tiporom SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,293.080,0,125.606,79.550,498.236,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
399,Imbunatatirea serviciilor si cresterea competitivitatii economice in domeniul serviciilor de intretinere si reparatii autovehicule,SC Super-Cris Prodcom SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,115.574,0,49.532,54.573,219.678,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
