nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
319,Proiect în vederea dezvoltării antreprenoriatului şi a oportuniăţilor de afaceri în Regiunea Sud- Muntenia: „Mentalitate şi potenţial antreprenorial”,Federația Patronală a Întreprinderilor Mici și Mijlocii din Județul Argeș,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.648.599,105.230,92.306,0,1.846.135,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
320,Promovarea culturii antreprenoriale - conditie esentiala a cresterii inovarii si dezvoltarii afacerilor in Regiunea Oltenia,Asociatia Romana pentru Industrie Electronica si Software - ARIES Filiala Oltenia,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.604.767,102.432,34.841,92.150,1.834.190,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
321,Sprijin antreprenorial – componenta esentiala a mecanismului economic,Camera de Comert si Industrie Valcea,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,944.004,60.256,20.705,0,1.024.965,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
322,"Antreprenoriat, initiativa si dezvoltare pentru Oltenia",AGENTIA PENTRU DEZVOLTARE REGIONALA SUD-VEST OLTENIA,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.633.336,104.255,40.000,0,1.777.591,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
323,Dezvolta-ti oamenii,S.C. A&C CONSULTING CENTRE S.R.L.,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,524.759,33.495,29.400,26.601,614.255,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
324,Promovarea culturii antreprenoriale şi formare antreprenoriala în mediul de afaceri din judeţul Sălaj.,Camera de Comert si Industrie Salaj,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,919.218,58.673,19.957,0,997.848,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
325,Sprijin pentru intreprinzatori,FUNDATIA ACADEMIA COMERCIALA SATU MARE,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.702.895,108.695,37.000,0,1.848.590,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
326,ENTREPRO – ENTREPreneurship and PROject management – Program pentru dezvoltare antreprenoriala integrata in judetul Maramures,CAMERA DE COMERT SI INDUSTRIE MARAMURES,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,475.351,30.342,15.640,25.935,547.268,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
327,IT PENTRU DEZVOLTAREA COMPETENŢELOR MANAGERIALE ŞI ANTREPRENORIALE,SC SAN Software SRL Brasov,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.646.289,105.082,92.190,45.578,1.889.139,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
328,MANAGERUL EUROPEAN DE SUCCES,CAMERA DE COMERŢ ŞI INDUSTRIE BRAŞOV,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.427.860,91.140,31.000,0,1.550.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
329,ANTREPRENORIAT DE SUCCES ŞI ÎNTREPRINDERI COMPETITIVE,Universitatea Petru Maior din Tirgu- Mures,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.632.279,104.188,35.440,77.843,1.849.750,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
330,Antreprenoriat si Supply chain management,Universitatea Transilvania din Brasov Facultatea de Stiinte Economice,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.666.417,106.367,36.180,36.800,1.845.764,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
331,Pachet integrat de dezvoltare a abilitatilor antreprenoriale complexe in randul tinerilor si seniorilor din regiunea Centru,Institutul National pentru Intreprinderi Mici si Mijlocii,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,225.778,14.411,4.950,4.090,249.229,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
332,Fii stapinul tau,ASOCIATIA PENTRU TINERET FIDELITAS MIERCUREA-CIUC,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.619.681,103.384,35.165,4.000,1.762.230,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
333,Business Startup,Extreme Training,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,982.300,62.700,55.000,0,1.100.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
334,INCURAJAREA ANTREPRENORIATULUI PENTRU INITIEREA DE AFACERI IN DOMENIUL INGINERIE ELECTRICA,INSTITUTUL DE CERCETARI ELECTROTEHNICE (ICPE SA)/CENTRUL DE INFORMARE TEHNOLOGICA-TARGURI SI EXPOZITII ICPE (CIT-TE ICPE),Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.515.550,96.737,84.857,68.748,1.765.892,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
335,TOP CLASS - INSTRUIRE SI MENTORAT PENTRU INTREPRINZATORII DIN REGIUNEA BUCURESTI-ILFOV,"FUNDAŢIA ""CENTRUL PENTRU EDUCAŢIE ECONOMICĂ ŞI DEZVOLTARE ÎN ROMÂNIA- CEED ROMÂNIA""",Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,375.225,23.951,8.146,36.108,443.429,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
336,Tineri antreprenori in spatiul european. Promovarea culturii si dezvoltarea competentelor antreprenoriale la studentii universitatilor private si publice din Bucuresti prin parteneriat transnational (TASE),Universitatea Titu Maiorescu,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.380.231,88.100,29.965,77.658,1.575.954,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
337,Dezvoltarea antreprenoriatului in zootehnie si procesarea produselor de origine animala in regiunea Bucuresti-Ilfov,UNIVERSITATE DE STIINTE AGRONOMICE SI MEDICINA VETERINARA - BUCURESTI,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.081.378,69.024,25.878,79.762,1.256.042,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
338,COMPETIMM – dezvoltarea competenţelor manageriale şi antreprenoriale în IMM-urile din Regiunea Sud-Vest Oltenia,CENTRUL DE CONSULTANTA SI MANAGEMENT AL PROIECTELOR EUROPROJECT,Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,1.470.972,93.892,29.992,60.192,1.655.048,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
339,"Promovarea culturii antreprenoriale in domeniul turismului din Regiunea Oltenia, prin initierea in antreprenoriatul inteligent",Asociatia Promovarea si Implementarea Tehnologiei Informatiei si Comunicatiei (A.P.I.T.I.C),Axa Prioritară 3/ DMI 3.1. Promovarea culturii antreprenoriale,940.677,60.043,25.660,55.727,1.082.107,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
340,Program privind promovarea si formarea profesionala a personalului medical in domeniul TIC si al managementului sistemului de sanatate publica - PROMED,"Universitatea ""Stefan cel Mare"" Suceava",Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,744.846,131.443,17.900,0,894.189,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
341,"Program de formare profesională în vederea creşterii competitivităţii, productivităţii, flexibilităţii resurselor umane in localitatea Iasi",S.C. VS COMUNICATION S.R.L.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,822.767,145.194,50.945,0,1.018.906,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
342,Formare profesională pentru reducerea poluării mediului înconjurător,S.C. ENT GRUP S.R.L.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.092.636,192.818,67.656,84.008,1.437.118,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
343,"Management performant, garanţia adaptabilităţii la exigenţele schimbării",S.C. EUROPEAN CONSULTING S.R.L.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.224.641,216.113,75.829,99.455,1.616.038,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
344,FORMAREA DE AUDITORI IN DOMENIUL CALITATII – GARANTIA DEZVOLTARII DURABILE,PLURI CONSULTING GRUP SRL,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,594.095,104.840,37.000,52.125,788.060,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
345,"Program pentru perfectionarea personalului din departamentele de cercetare, inovare, IT din intreprinderi in domeniul proiectarii si implementarii tranzactiilor electronice – PERFECT-TEL","Universitatea ""Stefan cel Mare"" Suceava",Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,598.182,105.561,14.363,0,718.106,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
346,O SOCIETATE ÎN SCHIMBARE – Formarea continuă a managerilor şi angajaţilor pentru asigurarea locurilor de muncă sigure şi sănătoase,SC METATECH-CD S.R.L.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.176.087,207.545,74.400,80.360,1.538.392,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
347,Excelenta pentru Personalul TUristic din Regiunea de NE (EPTUR NE),Fundatia Corona Iasi,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,725.301,127.994,17.415,0,870.710,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
348,"FORMAREA PROFESIONALA A OPERATORILOR SI PROGRAMATORILOR PE MASINI UNELTE CU COMANDA NUMERICA (CNC), ANGAJATI IN REGIUNEA NORD-EST, IN VEDEREA DEZVOLTARII ADAPTABILITATII LA SCHIMBARILE TEHNOLOGICE DIN SECTORUL INDUSTRIAL",ASOCIATIA TEHNICA DE FORMARE PROFESIONALA „TEACH ING”,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.501.400,264.953,36.048,47.492,1.849.893,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
349,Pentru un act medical de calitate,SC Studimed SRL,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,519.061,91.599,32.300,29.574,672.534,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
350,Informare si Formare pentru o munca mai eficienta si mai sigura,SC Compania Emo SRL,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.455.745,256.896,90.139,0,1.802.780,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
351,Centrul de informare EMAS in regiunea Nord- Est,Camera de Comert si Industrie a Judetului Iasi,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.441.364,254.358,34.607,92.612,1.822.941,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
352,CREŞTEREA PERFORMANŢELOR CAPITALULUI UMAN – PREMIZĂ PENTRU COMPETITIVITATE ŞI DEZVOLTARE DURABILĂ,S.C. GEPETO IMPEX SA,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,539.946,95.285,33.433,119.218,787.882,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
353,CALIFICAREA ANGAJAŢILOR PENTRU PROMOVAREA ADAPTABILITĂŢII ACESTORA ŞI A ÎNTREPRINDERILOR: Introducerea unui sistem integrat al calităţii în cadrul filierei agroalimentare din regiunea Sud- Est.,SC AGRIMON SRL,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,837.457,147.787,51.856,0,1.037.100,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
354,Program de dezvoltare a abilităţilor de utilizare a tehnologiilor de comunicare şi informaţie a personalului din sectorul sănătăţii – INFO- MED 2008,S.C.International Computer School S.R.L.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,361.043,63.713,32.680,0,457.436,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
355,"IMPACT - competitivitate in formare profesională si promovarea sanatatii si securitatii la locul de munca, in vederea cresterii gradului de adaptabilitate si mobilitate al intreprinderilor si angajatilor",S.C. ANDIRIVAC S.R.L.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.037.578,183.102,66.000,99.500,1.386.180,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
356,Adapteaza-te si fii flexibil permanent la nou,Fundaţia de Sprijin a Vârstnicilor Galaţi,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,491.547,86.744,13.009,24.700,616.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
357,"FORMARE PROFESIONALĂ CONTINUĂ PENTRU PERSONALUL MEDICAL - Cresterea calitatii serviciilor din sistemul sanitar prin instruirea si formarea profesionala a personalului medical, managerilor şi a celorlalte categorii de personal din sistem, din regiunea Sud","Federaţia ""Solidaritatea Sanitară"" din România",Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.537.405,271.307,36.913,0,1.845.625,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
358,"CAPITAL UMAN - INVESTITIE PENTRU PREZENT SI VIITOR, IN REGIUNEA SUD- EST",SC CEPROHART SA BRAILA,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.373.804,242.436,90.000,111.137,1.817.377,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
359,"Dezvoltarea competentelor cheie(soft skills) pentru angajatii din regiunea Sud-Muntenia in vederea cresterii productivitatii, mobilitatii si flexibilitatii pe piata muncii",ASOCIATIA DE SPRIJIN A SOMERILOR DAMBOVITA,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.250.138,220.613,30.550,0,1.501.300,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
360,Formare profesionala in sprijinul introducerii unor metode inovative de organizare a muncii in sectorul confectii textile din regiunea Sud Muntenia,Institutul National de Cercetare- Dezvoltare pentru Textile si Pielarie,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.360.253,240.045,32.659,0,1.632.957,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
361,ActivLearning -Program integrat de calificare şi perfecţionare a angajaţilor din Regiunea Sud- Muntenia,S.C.International Computer School S.R.L.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,663.071,117.012,82.500,0,862.583,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
362,PREGATIREA RESURSELOR UMANE PENTRU ADAPTABILITATE SI FLEXIBILITATE,"FUNDATIA PENTRU KINETOTERAPIE SI TERAPII COMPLEMENTARE DIN CRAIOVA ""PHOENIX MEDICA""",Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,191.673,33.825,4.602,7.068,237.168,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
363,Un pas spre informatizare in medicina de familie,Centrul Regional de Formare Continua pentru Administratia Publica Locala Craiova,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,379.556,66.981,9.113,0,455.650,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
364,Achizitii publice pentru viitor,Camera de Comert si Industrie Valcea,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,815.584,143.927,19.691,0,979.202,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
365,Comunicarea organizaţională - suport pentru creşterea adaptabilităţii lucrătorilor şi a întreprinderilor,Camera de Comerţ şi Industrie Vâlcea,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,312.514,55.150,7.504,22.870,398.038,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
366,COMOD - Adaptabilitate in sectorul servicii prin dezvoltarea competentelor in utilizarea noilor tehnologii in conditii de securitate si siguranta la locul de munca,S.C. ULTRA TONIQUE S.R.L,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,322.960,56.993,20.500,0,400.453,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
367,Departament de formare şi asistenţă profesională în domeniul sănătăţii (DeFAPDoS),Asociaţia de Formare şi Consiliere Nădlac,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.148.995,202.764,27.587,0,1.379.345,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
368,"Centru pilot de excelenta in domeniul Internetului si tehnologiilor mobile cu furnizare de formare profesionala specifica pentru angajati, intreprinzatori, persoane fizice autorizate din Regiunea de Vest si realizarea de aplicatii web de organizare flex",Fundatia Institutul Multimedia Romano - Elvetian,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.519.358,268.122,38.000,9.520,1.835.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
369,Formarea profesională a celulelor regionale de sprijin pentru reintegrarea socială şi profesională a surzilor implantaţi cohlear,"Universitatea ""Politehnica"" din Timişoara",Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,665.009,117.354,15.967,47.400,845.730,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
370,Adaptabilitatea si eficienta resurselor umane angajate (AERUM),CENTRUL REGIONAL DE FORMARE CONTINUĂ PENTRU ADMINISTRAȚIA PUBLICĂ LOCALĂ TIMIȘOARA,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.453.400,256.482,38.000,99.368,1.847.250,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
371,Promovarea Sanatatii la Locul de Munca in Intreprinderi Mici si Mijlocii din Regiunea Vest (VPSLM),Fundatia Romtens,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.538.152,271.439,36.930,0,1.846.521,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
372,Atitudine si perfectionare: bazele unei cariere de succes,S.C. SMART TRAINING SOLUTIONS S.R.L.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,853.723,150.657,53.084,29.770,1.087.234,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
373,"Flexibilitatea, eficienta si dezvoltarea resurselor umane din intreprinderi (CEDRU Vest)",PSIHO PROFIL,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.442.412,254.543,92.000,58.090,1.847.045,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
374,Cresterea adaptabilitatii angajatilor prin imbunatatira abilitatilor de implementare a conceptelor de dezvoltare durabila,Denkstatt Romania SRL,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,426.699,75.300,26.421,33.200,561.620,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
375,FORMARE PROFESIONALĂ A ANGAJAŢILOR LA NIVEL EUROPEAN,CAMERA DE COMERT SI INDUSTRIE CLUJ,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,345.834,61.030,8.303,0,415.167,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
376,Formare profesională în domeniul securităţii şi sănătăţii în muncă pentru creşterea adaptabilităţii lucrătorilor şi întreprinderilor din judeţul Bihor,Asociaţia pentru Promovarea Afacerilor în România,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,231.536,40.859,5.590,0,277.985,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
377,INVESTIM ÎN TINE Programe de dezvoltare a competenţelor manageriale şi organizaţionale în vederea îmbunătăţirii adaptabilităţii şi valorificării capitalului uman din judeţul Cluj,SC SALES CONSULTING SRL,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,974.672,172.001,60.351,0,1.207.024,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
378,SISEM – Siguranta si Securitate in Munca – Program pentru implementarea cursului de specializare in ocupatia de “Inspector de specialitate Protectia Muncii” pentru angajatii din cadrul companiilor din judetul Maramures,CAMERA DE COMERT SI INDUSTRIE MARAMURES,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,171.954,30.345,6.257,9.076,217.632,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
379,"Competenţe TIC, drumul spre succes în societatea informaţională",Soft Aplicativ şi Servicii S.A.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,393.176,69.384,24.500,0,487.060,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
380,Programe de formare profesionala in domeniul TIC pentru personalul medical si angajati,SC Redis Consult S.R.L.,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,561.133,99.024,34.747,12.110,707.014,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
381,"Creşterea gradului de adaptabilitate şi de mobilitate al angajaţilor şi al angajatorilor întreprinderilor din domeniul construcţiilor şi serviciilor din Regiune, prin furnizarea de formare profesională specifică","Universitatea ""1 Decembrie 1918"" Alba-Iulia",Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.074.150,189.556,25.790,0,1.289.496,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
382,"Perfectionarea personalului cu pregatire tehnica superioara si medie din sectorul industriei prelucratoare in domeniul tehnicilor de proiectare, fabricatie si analiza tehnica asistata de calculator si dezvoltarea abilitatilor manageriale pentru coordonare",UNIVERSITATEA LUCIAN BLAGA DIN SIBIU,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.137.643,200.761,27.314,85.050,1.450.768,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
383,Promovarea Sanatatii la Locul de Munca in Regiunea Centru (CPSLM),Fundatia Romtens,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.533.754,270.663,36.825,0,1.841.242,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
384,Formare profesionala in domeniul securitatii si sanatatii in munca,UNIVERSITATEA LUCIAN BLAGA DIN SIBIU,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.470.305,259.466,35.301,38.217,1.803.288,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
385,Formare profesionala continua in scopul cresterii competitivitatii organizatiilor din domeniul alimentar privind asigurarea calitatii proceselor si siguranta alimentului,UNIVERSITATEA LUCIAN BLAGA DIN SIBIU,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.355.078,239.131,32.534,106.723,1.733.466,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
386,Realizarea unei reţele de învăţământ interactiv la distanţă EDU-Telemed Braşov necesară pentru implementerea şi utilizarea Telemedicinei în cât mai multe aplicaţii,SPITALUL CLINIC JUDETEAN DE URGENTA BRASOV,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.227.433,216.606,29.470,0,1.473.509,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
387,Educatori calificati in acordarea primului ajutor,"Societatea Nationala de Cruce Rosie a Romaniei, filiala Brasov",Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,601.757,106.192,14.448,0,722.397,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
388,Reţea de cluburi pentru promovarea adaptabilităţii şi dezvoltării durabile,UNIVERSITATEA PETRU MAIOR,Axa Prioritară 3/ DMI 3.2. Formare şi sprijin pentru întreprinderi şi angajaţi pentru promovarea adaptabilităţii,1.499.400,264.600,36.000,31.065,1.831.065,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
