beneficiario,asse,ob_spec,azione,codice_operazione,titolo_operazione,anno,importo_impegnato,importo_pagato
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di completamento,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,ADDETTO AI SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.500,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al ricevimento,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,ADDETTO ALLA LAVORAZIONE LEGNO,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni arredo e tappezzeria,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; PRODUZIONE PASTI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di completamento,2008,"250,00","250,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto servizio lavanderia,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto servizio lavanderia,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; PRODUZIONE PASTI,2008,"37,50","37,50"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,ADDETTO AL SERVIZIO LAVANDERIA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di completamento,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla tinteggiatura,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla lavorazione di pietre e marmi,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; PRODUZIONE PASTI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"100,00","100,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZIO LAVANDERIA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione di mobili,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN AZIENDE ARTIGIANE,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni tessili,2008,"456,00","456,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla tinteggiatura,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; DISTRIBUZIONE PASTI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di completamento,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla tinteggiatura,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla lavorazione di pietre e marmi,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,EDILIZIA COSTRUZIONE EDIFICI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla distribuzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla distribuzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; PRODUZIONE PASTI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla distribuzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; PRODUZIONE PASTI,2008,"550,00","550,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla distribuzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"550,00","550,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN INDUSTRIE,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00","1.500,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di completamento,2008,"750,00","750,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto estetista,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"850,00","850,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla lavorazione di pietre e marmi,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN INDUSTRIE,2008,"500,00","500,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN INDUSTRIE,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione pasti,2008,"1.250,00","937,50"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto contabilità paghe,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai servizi generali,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.250,00","937,50"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al ricevimento,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione di mobili,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di completamento,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,ADDETTO ALL`ALBERGAZIONE,2008,"1.250,00","937,50"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00",-
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto estetista,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; DISTRIBUZIONE PASTI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni materie plastiche,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"200,00","200,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla distribuzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.500,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; DISTRIBUZIONE PASTI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla distribuzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla distribuzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla distribuzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; DISTRIBUZIONE PASTI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN INDUSTRIE,2008,"793,75","793,75"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN INDUSTRIE,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"550,00","550,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"50,00","50,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla confezione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,EDILIZIA COSTRUZIONE EDIFICI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di completamento,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla distribuzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,ADDETTO AI SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla tinteggiatura,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"450,00","450,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione carta,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto estetista,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"393,75","393,75"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla tinteggiatura,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione pasti,2008,"1.250,00","937,50"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,EDILIZIA COSTRUZIONE EDIFICI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,ESTRAZIONE LAVORAZIONE PIETRE E MARMI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla tinteggiatura,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,ADDETTO AI SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto acconciatore,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN INDUSTRIE,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"100,00","100,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni materie plastiche,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di completamento,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE CUOIO E PELLI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni del legno,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"650,00","650,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto estetista,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto ai lavori di costruzione,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla produzione pasti,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN AZIENDE ARTIGIANE,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alla tinteggiatura,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN INDUSTRIE,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,LAVORAZIONE LEGNO IN AZIENDE ARTIGIANE,2008,"337,50","337,50"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto al servizio bar,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; DISTRIBUZIONE PASTI,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,Addetto alle lavorazioni arredo e tappezzeria,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"250,00","250,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,ADDETTO AI SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,RISTORAZIONE; SERVIZIO AL BAR,2008,"250,00","250,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,ADDETTO ALL`EDILIZIA,2008,"1.000,00","750,00"
ATI - APPRENDISTI@FORMAZIONE1,1,A,12,2.00817E+11,SERVIZI ALLA PERSONA,2008,"1.500,00","1.125,00"
