beneficiario,titolo_azione,quota_per_singola_azione,fund_type,currency,uri
"FONDAZIONE CENTRO LOMBARDO PER L'INCREMENTO DELLA FLORO-ORTO- FRUTTICOLTURA, SCUOLA DI MINOPRIO - IN BREVE FONDAZIONE MINOPRIO.",Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"94.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
"FONDAZIONE CENTRO LOMBARDO PER L'INCREMENTO DELLA FLORO-ORTO- FRUTTICOLTURA, SCUOLA DI MINOPRIO - IN BREVE FONDAZIONE MINOPRIO.",Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"20.764,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE DELL'ASSOCIAZIONE SOMASCA FORMAZIONE AGGIORNAMENTO PROFESSIONALE A.S.F.A.P. - ONLUS,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"139.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE DELL'ASSOCIAZIONE SOMASCA FORMAZIONE AGGIORNAMENTO PROFESSIONALE A.S.F.A.P. - ONLUS,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"175.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE DON CARLO GNOCCHI - ONLUS,Percorsi personalizzati per allievi con disabilità - A.F. 2009/2010,"254.913,04",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE ENAIP LOMBARDIA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"412.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE ENAIP LOMBARDIA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"1.008.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE ENAIP LOMBARDIA,Avviso per la realizzazione di percorsi di specializzazione finalizzati all'inserimento lavorativo,"20.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE ENAIP LOMBARDIA,Avviso per la realizzazione di servizi di integrazione sociale e lavorativa di detenuti/e ristretti negli istituti di pena della Lombardia - Dote Carceri,"498.375,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE ENAIP LOMBARDIA,Avviso per l'accesso alla formazione finanziata rivolta ai tutor aziendali degli apprendisti in apprendistato professionalizzante,"18.089,04",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE ENAIP LOMBARDIA,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica - asse III ob g) beccaria,"559.892,80",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE ENAIP LOMBARDIA,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"224.376,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE ENAIP LOMBARDIA,Percorsi personalizzati per allievi con disabilità - A.F. 2009/2010,"463.033,74",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE GIOVANNI E IRENE COVA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"76.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE GIOVANNI E IRENE COVA,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"149.900,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE LE VELE,Avviso per la realizzazione di servizi di integrazione sociale e lavorativa di detenuti/e ristretti negli istituti di pena della Lombardia - Dote Carceri,"10.336,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE LUIGI CLERICI,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"264.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE LUIGI CLERICI,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"366.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE LUIGI CLERICI,Avviso per la realizzazione di servizi di integrazione sociale e lavorativa di detenuti/e ristretti negli istituti di pena della Lombardia - Dote Carceri,"36.621,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE LUIGI CLERICI,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"317.234,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE LUIGI CLERICI,Percorsi personalizzati per allievi con disabilità - A.F. 2009/2010,"137.372,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FONDAZIONE POLITECNICO DI MILANO,Servizio di riorganizzazione dei processi lavorativi e di ottimizzazione delle risorse degli Uffici Giudiziari,"2.880.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
FORMAZIONE MANTOVA - FOR.MA. Azienda Speciale della Provincia di,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"95.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
Mantova,Avviso per l'accesso alla formazione finanziata rivolta ai tutor aziendali degli apprendisti in apprendistato professionalizzante,"3.521,76",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
Mantova,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"16.480,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
Mantova,Dote Formazione - Percorsi personalizzati per allievi con disabilita,"5.300,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
Mantova,Percorsi personalizzati per allievi con disabilità - A.F. 2009/2010,"10.968,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
GALDUS SOCIETA' COOPERATIVA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"31.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
GALDUS SOCIETA' COOPERATIVA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"49.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
GALDUS SOCIETA' COOPERATIVA,Avviso per la realizzazione di percorsi di specializzazione finalizzati all'inserimento lavorativo,"20.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
GALDUS SOCIETA' COOPERATIVA,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"39.981,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
GI GROUP S.P.A. (CON O SENZA INTERPUNZIONI E COMUNQUE SENZA VINCOLI DI RAPPRESENTAZIONE GRAFICA),Avviso per la realizzazione di percorsi di specializzazione finalizzati all'inserimento lavorativo - Ambito Edilizia,"20.600,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
I.RE.F. ISTITUTO REGIONALE LOMBARDO DI FORMAZIONE PER LA AMMINISTRAZIONE PUBBLICA,"Dottorato di ricerca in Istituzioni, Amministrazioni e Politiche Regionali 2008-2013","1.166.400,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
I.S.P.E. Istituto Superiore Professionale Europeo,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"27.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
I.S.P.E. Istituto Superiore Professionale Europeo,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"90.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
IKAROS SOCIETA' COOPERATIVA SOCIALE,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"156.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
IKAROS SOCIETA' COOPERATIVA SOCIALE,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"117.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
IKAROS SOCIETA' COOPERATIVA SOCIALE,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"21.342,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO ADDESTRAMENTO LAVORATORI DENOMINATO PIU' BREVEMENTE IAL-CISL LOMBARDIA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"79.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO ADDESTRAMENTO LAVORATORI DENOMINATO PIU' BREVEMENTE IAL-CISL LOMBARDIA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"85.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO ADDESTRAMENTO LAVORATORI DENOMINATO PIU' BREVEMENTE IAL-CISL LOMBARDIA,Avviso per la realizzazione di servizi di integrazione sociale e lavorativa di detenuti/e ristretti negli istituti di pena della Lombardia - Dote Carceri,"87.276,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO ADDESTRAMENTO LAVORATORI DENOMINATO PIU' BREVEMENTE IAL-CISL LOMBARDIA,Avviso per l'accesso alla formazione finanziata rivolta ai tutor aziendali degli apprendisti in apprendistato professionalizzante,"4.268,80",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO ADDESTRAMENTO LAVORATORI DENOMINATO PIU' BREVEMENTE IAL-CISL LOMBARDIA,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"216.431,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO ADDESTRAMENTO LAVORATORI DENOMINATO PIU' BREVEMENTE IAL-CISL LOMBARDIA,Dote Formazione - Percorsi personalizzati per allievi con disabilita,"7.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO ADDESTRAMENTO LAVORATORI DENOMINATO PIU' BREVEMENTE IAL-CISL LOMBARDIA,Percorsi personalizzati per allievi con disabilità - A.F. 2009/2010,"246.099,88",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO DELLE SUORE DELLA SACRA FAMIGLIA,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"14.990,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO DI FORMAZIONE V. ALFIERI s.r.l. Impresa Sociale,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"72.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO PAVONIANO ARTIGIANELLI,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"63.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO PER LA RICERCA SOCIALE SOCIETA\' COOPERATIVA,Azioni integrate di prevenzione e contrasto al lavoro sommerso e irregolare,"129.600,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO POSTUNIVERSITARIO SANTA CHIARA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"18.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO POSTUNIVERSITARIO SANTA CHIARA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"63.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO RIZZOLI PER L'INSEGNAMENTO DELLE ARTI GRAFICHE,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"70.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO RIZZOLI PER L'INSEGNAMENTO DELLE ARTI GRAFICHE,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"16.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO SORDOMUTI D'AMBO I SESSI DI BERGAMO,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"67.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO SORDOMUTI D'AMBO I SESSI DI BERGAMO,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"18.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO SORDOMUTI D'AMBO I SESSI DI BERGAMO,Avviso per la realizzazione di servizi di integrazione sociale e lavorativa di detenuti/e ristretti negli istituti di pena della Lombardia - Dote Carceri,"74.808,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO SORDOMUTI D'AMBO I SESSI DI BERGAMO,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"50.126,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO SORDOMUTI D'AMBO I SESSI DI BERGAMO,Dote Formazione - Percorsi personalizzati per allievi con disabilita,"7.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
ISTITUTO SORDOMUTI D'AMBO I SESSI DI BERGAMO,Percorsi personalizzati per allievi con disabilità - A.F. 2009/2010,"141.840,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
LASER - SOCIETA' COOPERATIVA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"54.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
LASER - SOCIETA' COOPERATIVA,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"46.335,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
LECCO LAVORO S.R.L.,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"12.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
MESTIERI - CONSORZIO DI COOPERATIVE SOCIALI - SOCIETA' COOPERATIVA SOCIALE,Avviso per la realizzazione di servizi di integrazione sociale e lavorativa di detenuti/e ristretti negli istituti di pena della Lombardia - Dote Carceri,"277.648,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
O.D.P.F. OPERA DIOCESANA PRESERVAZIONE DELLA FEDE,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"264.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
O.D.P.F. OPERA DIOCESANA PRESERVAZIONE DELLA FEDE,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"45.440,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
O.D.P.F. OPERA DIOCESANA PRESERVAZIONE DELLA FEDE,Dote Formazione - Percorsi personalizzati per allievi con disabilita,"7.460,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
OK SCHOOL ACADEMY S.R.L.,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"58.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
PRICEWATERHOUSECOOPERS ADVISORY S.P.A.,Supporto per la programmazione comunitaria all'Autorità di Gestione del P.O.R. della Regione Lombardia - Ob. 2 2007/2013 Lotto 3 monitoraggio e sviluppo integrato dei sistemi,"1.000.800,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
PROGETTO DI ESPRESSIONE E SVILUPPO TERRITORIALE SOCIETA',Avviso per la realizzazione di percorsi di specializzazione finalizzati all'inserimento lavorativo - Ambito Edilizia,"39.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
COOPERATIVA A RESPONSABILITA' LIMITATA IN BREVE PRODEST S.C. A R.L.,Avviso per la realizzazione di servizi di integrazione sociale e lavorativa di detenuti/e ristretti negli istituti di pena della Lombardia - Dote Carceri,"157.740,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SAEF S.R.L.,Avviso per l'accesso alla formazione finanziata rivolta ai tutor aziendali degli apprendisti in apprendistato professionalizzante,"4.802,40",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA BOTTEGA ARTIGIANI DI SAN POLO,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"4.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA D'ARTE APPLICATA ANDREA FANTONI,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"84.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA D'ARTE APPLICATA ANDREA FANTONI,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"156.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA DELLE ARTI E DELLA FORMAZIONE PROFESSIONALE RODOLFO VANTINI,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"63.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA DELLE ARTI E DELLA FORMAZIONE PROFESSIONALE RODOLFO VANTINI,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"76.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA DELLE ARTI E DELLA FORMAZIONE PROFESSIONALE RODOLFO VANTINI,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"6.240,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA DELLE ARTI E DELLA FORMAZIONE PROFESSIONALE RODOLFO VANTINI,Percorsi personalizzati per allievi con disabilità - A.F. 2009/2010,"113.292,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA DI ARTI E MESTIERI F. BERTAZZONI,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"48.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA DI ARTI E MESTIERI F. BERTAZZONI,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"126.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA DI ARTI E MESTIERI F. BERTAZZONI,Avviso per l'accesso alla formazione finanziata rivolta ai tutor aziendali degli apprendisti in apprendistato professionalizzante,"3.041,52",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA EDILE BRESCIANA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2008/2009,"84.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA EDILE BRESCIANA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"67.500,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA EDILE CREMONESE,Avviso per l'accesso alla formazione finanziata rivolta ai tutor aziendali degli apprendisti in apprendistato professionalizzante,"1.440,72",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SCUOLA PROVINCIALE APPRENDISTI EDILI,Avviso per l'accesso alla formazione finanziata rivolta ai tutor aziendali degli apprendisti in apprendistato professionalizzante,"320,16",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SOCIETA' COOPERATIVA SOCIALE IN- PRESA,Avviso per la partecipazione a percorsi sperimentali di IV annualità di I.F.P. - a.f. 2009/2010,"66.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
SOCIETA' COOPERATIVA SOCIALE IN- PRESA,Avviso per l'assegnazione di doti volte a favorire il successo formativo e sostenere la lotta alla dispersione scolastica,"11.845,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
STEP S.R.L.,Avviso per la realizzazione di servizi di integrazione sociale e lavorativa di detenuti/e ristretti negli istituti di pena della Lombardia - Dote Carceri,"109.064,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
STUDI PER L'AMMINISTRAZIONE S.R.L.,Costruzione di un sistema informativo finalizzato alla realizzazione e Eccellente,"168.000,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
TENDA - SOLIDARIETA' E COOPERAZIONE BRESCIA EST - CONSORZIO DI COOPERATIVE SOCIALI - SOCIETA' COOPERATIVA SOCIALE,Avviso per la realizzazione di servizi di integrazione sociale e lavorativa di detenuti/e ristretti negli istituti di pena della Lombardia - Dote Carceri,"86.720,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
Tecnostruttura delle Regioni per il FSE,Assistenza tecnica istituzionale alle Regioni e Province autonome 2008 - 2013,"513.650,00",ESF,EUR,http://www.regione.lombardia.it/shared/ccurl/474/850/Elenco%20Beneficiari%202009.pdf
