"ragione_sociale","azione","titolo_operazione","importo_approvato","fund_type","currency","uri"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","LAVORARE IN UN'OTTICA DI SALVAGUARDIA DELL'AMBIENTE","39.366,60","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","LE PAROLE POSSIBILI:IL MIGLIORAMENTO DELLE COMUNICAZIONI INTERNE ED ESTERNE NELL'ASILO D'INFANZIA ""L'ISOLA DI PETER PAN""DI CESENA","9.424,80","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","LE PICCOLE E MEDIE IMPRESE BOLOGNESI RIVOLTE AI MERCATI INTERNAZIONALI","33.398,40","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","LE PMI ORIENTATE AI MERCATI INTERNAZIONALI","47.481,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","L'INNOVAZIONE NEL COMPARTO DEI SERVIZI ALLA PERSONA","53.312,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","Lo sviluppo delle capacità comunicative e relazionali dei key- workers dell'azienda come strumento di competitività","27.518,40","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","L'ottimizzazione dei processi aziendali attraverso l'information technology","26.453,70","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","L'OTTIMIZZAZIONE DEI PROCESSI PRODUTTIVI NELLE MICRO, PICCOLE E MEDIE IMPRESE ATTRAVERSO L'INFORMATION TECHNOLOGY","25.323,20","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","L'ottimizzazione del servizio educativo in Peter Pan: innovazione tecnologica e sistema qualità","12.096,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","MIGLIORARE LA CULTURA ORGANIZZATIVA PER AUMENTARE LA COMPETITIVITà","38.411,10","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","NUOVE TECNOLOGIE ICT PER L'INNOVAZIONE DELLE PMI","31.654,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","ORIENTARE LE PMI ALLA GESTIONE MANAGERIALE D'IMPRESA","29.792,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","PICCOLE E MEDIE IMPRESE VINCENTI","49.303,80","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","Rete armonica","18.816,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, formazione per occupati","Sicurezza-Ambiente: Compartecipazione, condivisione, buone pratiche per un approccio ergonomico integrato ai temi della sicurezza e della tutela ambientale per lo sviluppo delle imprese","53.918,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, Formazione post- qualifi ca","QUALIFICA DI ESTETISTA (MISURA COMPENSATIVA PER OPERATORI ALLE CURE ESTETICHE)","113.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Servizi alle persone","SEMINARI PER LA DIFFUSIONE DELLE RETI D'IMPRESE PER L'INTERNAZIONALIZZAZIONE (ESP III)","17.200,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Servizi alle persone","OF 2007 Azioni di accompagnamento 2° annualità","10.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Servizi alle persone","OF AZIONI DI ACCOMPAGNAMENTO","18.050,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Servizi alle persone","OF- AZIONI DI ACCOMPAGNAMENTO","19.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, tirocini nella transizione al lavoro","TIROCINI FORMATIVI PER L'OCCUPABILITÀ DI GIOVANI E ADULTI","9.168,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"FORM. ART. Società Consortile a r.l.","Persone, Formazione iniziale per adulti","Percorso di qualifi cazione per la gestione amministrativo segretariale e commerciale","7.200,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","OPERATORE AMMINISTRATIVO-SEGRETARIALE","180.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Costruttore su macchine utensili","397.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","COSTRUTTORE SU MACCHINE UTENSILI - percorso A","188.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","COSTRUTTORE SU MACCHINE UTENSILI - percorso B","172.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","COSTRUTTORE SU MACCHINE UTENSILI - seconda annualità","90.796,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","O. F. OPERATORE AMMINISTRATIVO SEGRETARIALE - seconda annualità","99.428,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Operatore amministrativo segretariale","192.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione iniziale per adulti","TRANSIZIONE 2008-2009","215.538,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione iniziale per adulti","Costruttore su macchine utensili","66.410,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione iniziale per adulti","M.E.T.A.L. Meccanica: Empowerment e Transizione di Adulti al Lavoro","140.220,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione iniziale per adulti","OPERATORE DELLA CONFEZIONE DI CAPI DI QUALITÀ","43.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione iniziale per adulti","OPERATORE DI SALDATURA","52.680,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione iniziale per adulti","PERCORSI PERSONALIZZATI PER L'OCCUPABILITÀ DI PERSONE CON DISABILITÀ ACQUISITA","153.200,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione iniziale per adulti","PERCORSI PERSONALIZZATI PER L'OCCUPABILITÀ DI PERSONE CON DISABILITà ACQUISITA","154.392,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione iniziale per adulti","TRANSIZIONE","178.760,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione superiore","GRAFICO MULTIMEDIALE con competenze in Web Design","62.200,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione superiore","DISEGNATORE MECCANICO con competenze in programmazione c.n.","61.700,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, Formazione superiore","DISEGNATORE MECCANICO con competenze nella programmazione di macchine utensili a controllo numerico","66.240,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, tirocini nella transizione al lavoro","Tirocinio di Ma.Gu.","4.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, tirocini nella transizione al lavoro","Obiettivo Inclusione ed Accessibilità: tirocini formativi per persone con disabilità","26.076,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, tirocini nella transizione al lavoro","TIROCINIO DI A.F.","5.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, tirocini nella transizione al lavoro","TIROCINIO DI G.G.","5.380,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, tirocini nella transizione al lavoro","TIROCINIO DI G.M.","5.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Servizi alle persone","PERCORSO DI ALTERNANZA SCUOLA-LAVORO I.T.C. ""Falcone Borsellino"" di Portomaggiore","10.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Servizi alle persone","Alternanza Scuola-Lavoro nell'Istituto ""Falcone - Borsellino"": una modalità didattica consolidata","19.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Servizi alle persone","O.F. Costruttore su macchine utensili - misure di accompagnamento e supporto - (seconda annualità)","2.500,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Servizi alle persone","O.F. Operatore amministrativo segretariale - misure di accompagnamento e supporto - (seconda annualità)","2.500,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Studi Opera Don Calabria","Persone, formazione per occupati","DISABILITY TUTOR","11.900,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione superiore","Tecnico Informatico IT Administrator","33.600,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione superiore","Esperto in Certifi cazioni di Sistema (Qualità Sicurezza Ambiente) e di Prodotto nell'Impresa Agro-Alimentare","84.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione superiore","ESPERTO NELLA GESTIONE DEL MAGAZZINO E DELLA LOGISTICA INTEGRATA","78.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione superiore","Gestione integrata e tecnologie informatiche per l'innovazione e la competizione d'impresa","163.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione superiore","Risorse High Potential per l'innovazione di prodotto e processo nel manifatturiero","81.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione superiore","Risparmio energetico e tutela ambientale per lo sviluppo sostenibile","81.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione superiore","SALES MANAGER IMPORT EXPORT","78.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione superiore","SPECIALISTA DI CONFIGURAZIONE E AMMINISTRAZIONE DI SISTEMA OPERATIVI WINDOWS E LINUX","77.600,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione superiore","SPECIALISTA IN CAD DESIGN AND COMPUTER GRAPHICS (INDIRIZZO MECCANICO TERZA EDIZIONE)","79.200,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Servizi alle persone","Fornitura di servizi specialistici di informazione, orientamento e mediazione culturale presso i centri per l'impiego della Provincia di Modena.","646.380,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Woman on Business III edizione: Le donne e lo sviluppo delle competenze manageriali","40.320,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Aggiornamento delle competenze professionali nel comparto della lavorazione e commercializzazione carni","28.492,80","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Change to win - Formazione per il cambiamento in Olidata","31.800,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","CONSULENZA E FORMAZIONE PER MIGLIORARE LE COMPETENZE PROFESSIONALI E STABILIZZARE IL LAVORO","78.480,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Obiettivo Manager: le competenze per l'Iinnovazione in impresa","60.480,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Promozione e sviluppo dell'innovazione organizzativa e tecnologica in Brevini Power Transmission","24.192,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Scuola d'Impresa","16.834,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Strumenti e tecnologie informatiche come leve per l'innovazione e il cambiamento","29.568,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","SUPPORTO ALLO SVILUPPO DELLE CARRIERE DELLE LAVORATRICI ATIPICHE","26.208,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Sviluppo di innovazione tecnologica per professionisti ICT","43.718,40","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Sviluppo manageriale e Internazionalizzazione di Lombardini S.r.l.","30.176,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, formazione per occupati","Valorizzazione territoriale e qualifi cazione del turismo sostenibile nella Provincia di Reggio Emilia: il Parco nazionale dell'Appennino Tosco - Emiliano","18.816,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, IFTS (Istruzione e Formazione Tecnica Superiore)","Tecnico Superiore per il marketing e l'organizzazione delle vendite","160.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, IFTS (Istruzione e Formazione Tecnica Superiore)","SPECIALISTA D","160.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione iniziale per adulti","Re-inserimento professionale - nuove opportunità per adulti: donne, over 45 immigrate","59.220,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione iniziale per adulti","Conciliazione e lavoro","61.600,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, Formazione iniziale per adulti","Installatore e manutentore di sistemi elettrici ed elettronici con competenze di reti e automazione","60.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"I.F.O.A. Istituto Formazione Operatori Aziendali","Persone, tirocini nella transizione al lavoro","PROVA LAVORA","17.640,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Conform S.r.l.","Servizi alle persone","Servizio di teleinformazione sul lavoro e sulle misure di politica attiva del lavoro (numero verde) nell'ambito dei Servizi per l'Impiego","846.806,40","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Conform S.r.l.","Servizi alle persone","Servizio di accoglienza e informazione presso i Centri per l'Impiego della Provincia di Bologna","1.159.536,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Conform S.r.l.","Sistemi, sistema di governo, orientamento, consulenza e formazione","Proroga del servizio di ""Teleinformazione sul lavoro e sulle misure di politica attiva del lavoro (Numero Verde) nell'ambito dei Servizi per l'Impiego""","101.880,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Conform S.r.l.","Sistemi, sistema di governo, orientamento, consulenza e formazione","Assunzione impegni di spesa per proroga (al 31/03/08) ""Servizio di accoglienza e informazione presso i Cip di San Lazzaro""","35.697,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Conform S.r.l.","Sistemi, sistema di governo, monitoraggio e valutazione","Assunzione impegni di spesa per proroga (al 31/03/08) ""Servizio di accoglienza e informazione presso i Cip di Bologna","132.904,04","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Conform S.r.l.","Persone, orientamento, informazione, consulenza a sostegno ai percorsi personali formativi","Servizio di erogazione di attività specialistiche di orientamento e accompagnamento al lavoro presso i Cip di Bologna","18.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Operatore amministrativo segretariale","239.400,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Installatore manutentore di impianti elettrici","190.370,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Installatore manutentore di impianti termo-idraulici","196.319,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Montatore meccanico di sistemi","190.219,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Operatore amministrativo segretariale e azioni di accompagnamento","447.422,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Montatore meccanico di sistemi e azioni di accompagnamento","238.251,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione all'interno del diritto-dovere all'istruzione e alla formazione/ Percorsi nella formazione","Installazione impianti elettrici e termo-idraulici e azioni di accompagnamento","435.631,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione iniziale per adulti","Impiantista termoidraulico","51.600,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione iniziale per adulti","Addetto alla saldatura per migranti extracomunitari e accompagnamento al lavoro","30.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Servizi alle persone","Azione di accompagnamento","35.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Servizi alle persone","Azione di accompagnamento","40.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, Formazione superiore","La Formazione e Certifi cazione del Tecnico delle Vendite ad indirizzo Interazionale","69.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, tirocini nella transizione al lavoro","Contrasto percorsi modulari di interventi integrati per l'inserimento sociale e lavorativo di donne in condizione di svantaggio","46.487,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, formazione all'interno dell'obbligo formativo, percorsi integrati nell'istruzione","Percorsi integrati nell'istruzione - AMMINISTRATIVO SEGRETARIALE - ISIS Manfredi Tanari","22.000,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"En.A.I.P. Bologna","Persone, formazione per occupati","Aggiornamento sull'utilizzo di pannelli solari e pannelli fotovoltaici in ambito abitativo e industriale","6.979,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
"Centro Servizi P.M.I. - Società Consortile a.r.l.","Persone, formazione per occupati","Valorizzazione della cultura tecnica: aggiornamento di competenze per donne dell'Appennino parmense","11.088,00","ESF","EUR","http://www.emiliaromagnasapere.it/fse/fondo-sociale-europeo/documentibeneficiari/beneficiari_2008por"
