Country/Countries,Level,Region,Parsed data file,Program,Initial,"Sub-program
information",Agency (that oversees funding),Explanatory Notes,Currency,Excel/PDF,Priority,"Data
available
for
2007","Data
available
BELGIUM,national,Wallonie/Hainaut,,ERDF,,,,be_wallonie_erdf.xls (needs to be reviewed),,Excel,Tier 3,,,,,liste-des-beneficiaires.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://mrw.wallonie.be/dgee/dpe/dpeur/2007-2013/competitivite.htm
DENMARK,national,Syddanmark,,ERDF,,,,INTERN JOB: dk_syddanmark_erdf.csv,,Excel,Tier 3,yes,yes,yes,,||alle|alle|alle|alle||.html,,Journalnr,,,,Virksomhed,,Projekttitel,,,,,,,,,,,,,,,,Tilsagn pr. 31.12.2009,,,,,,,,http://www.ebst.dk/eustrukturfonde.dk/forside/0/17/0/||alle|alle|alle|alle||,,,,,,http://www.ebst.dk/eustrukturfonde.dk
DENMARK,national,Syddanmark,,ESF,,,,INTERN JOB: dk_syddanmark_esf.csv,,Excel,Tier 3,,,,,,,Journalnr,,,,Virksomhed,,Projekttitel,,,,,,,,,,,,,,,,Tilsagn pr. 31.12.2009
DENMARK,national,Bornholm,,ERDF,,,,INTERN JOB: dk_bornholm_erdf.csv,,Excel,Tier 3
DENMARK,national,Bornholm,,ESF,,,,INTERN JOB: dk_bornholm_esf.csv,,Excel,Tier 3
DENMARK,national,Hovedstaden,,ERDF,,,,INTERN JOB: dk_hovedstaden_erdf,,Excel,Tier 3
DENMARK,national,Hovedstaden,,ESF,,,,INTERN JOB: dk_hovedstaden_esf,,Excel,Tier 3
DENMARK,national,Midtjylland,,ERDF,,,,INTERN JOB: dk_midtylland_erdf.csv,,Excel,Tier 3
DENMARK,national,Midtjylland,,ESF,,,,INTERN JOB: dk_midtylland_esf.csv,,Excel,Tier 3
DENMARK,national,Nordjylland,,ERDF,,,,INTERN JOB: dk_nordjylland_erdf.csv,,Excel,Tier 3
DENMARK,national,Nordjylland,,ESF,,,,INTERN JOB: dk_nordjylland_esf.csv,,Excel,Tier 3
DENMARK,national,Sjaelland,,ERDF,,,,,,word,Tier 3
DENMARK,national,Sjaelland,,ESF,,,,,,word,Tier 3
FINLAND,national,all regions,fi_allregions_esf_and_erdf.csv,ERDF and ESF,,,,,,Excel,Tier 3,yes,yes,yes,yes,,,Rahasto,Viranomainen,,,Toteuttajan nimi,,Projektin nimi,Ohjelma / osio,,,,,,,"Suunniteltu,julkinen,rahoitus,yhteensä",,"Myönnetty,EU-rahoitus","Myönnetty,valtion,rahoitus",,,,,"Toteutunut,julkinen,rahoitus,yhteensä",,,Aloituspvm,,,,https://www.eura2007.fi/rrtiepa//projektilista.php?lang=fi&rahasto=ALL&type=excel,,,,,,,https://www.eura2007.fi/rrtiepa/
FRANCE,national,Alsace,fr_alsace.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Alsace_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Alsace_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Aquitaine,fr_aquitaine.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Aquitaine_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Aquitaine_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Auvergne,fr_auvergne.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Auvergne_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Auvergne_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Basse-Normandie,fr_bassenormandie.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_BasseNormandie_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_BasseNormandie_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Bourgogne,fr_bourgogne.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Bourgogne_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Bourgogne_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Bretagne,fr_bretagne.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Bretagne_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Bretagne_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Centre,fr_centre.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Centre_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Centre_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Champagne-Ardenne,fr_champagne_ardenne.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Champagne_Ardenne_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Champagne_Ardenne_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Corse,fr_corse.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Corse_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Corse_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Franche-Comté,fr_franche_comte.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Franche_Comte_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Franche_Comte_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Guadeloupe,fr_guadeloupe.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Guadeloupe_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Guadeloupe_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Guyane,fr_guyane.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Guyane_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Guyane_181009.xls,,,,,,,http://www.europe-guyane.fr/index.php?rub=1&chap=57
FRANCE,national,Haute-Normandie,fr_haute_normandie.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Haute_Normandie_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Île-de-France,fr_iledefrance.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_IledeFrance_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_IledeFrance_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,La Réunion,fr_reunion.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Reunion_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Reunion_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Languedoc-Roussillon,fr_languedoc_rousillion.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_LanguedocRoussilon_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_LanguedocRoussilon_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Limousin,fr_limousin.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Limousin_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Limousin_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Lorraine,fr_lorraine.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Lorraine_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Lorraine_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Martinique,fr_martinique.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Martinique_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Martinique_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Midi-Pyrénées,fr_midipyrenees.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_MidiPyrenees_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_MidiPyrenees_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Nord-Pas-de-Calais,fr_nordpasdecalais.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_NordPasdeCalais_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_NordPasdeCalais_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Pays-de-la-Loire,fr_paysdelaloire.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_PaysdelaLoire_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_PaysdelaLoire_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Picardie,fr_picardie.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Picardie_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Picardie_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Poitou-Charentes,fr_poitou_charentes.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Poitou_Charentes_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Poitou_Charentes_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Provence-Alpes-Côte d'Azur,fr_paca.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_PACA_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_PACA_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,Rhône-Alpes,fr_rhone_alpes.csv,ERDF and ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_Rhone_Alpes_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_Rhone_Alpes_181009.xls,,,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
FRANCE,national,all regions,fr_allregions_esf.csv,ESF,,,,,,Excel,Tier 3,,,,,Beneficiaires_VoletnationalFSE_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_VoletnationalFSE_181009.xls,,,,,,,http://www.fse.gouv.fr/presentation-des-projets-fse/cartographie-des-beneficiaires/
FRANCE,national,all regions,fr_allregions_europact.csv,ERDF,,Europ'act,,,,Excel,Tier 3,,,,,Beneficiaires_EuropAct_181009.xls,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,Montant du projet en coût total,,,,,,,,http://www.projetsdeurope.gouv.fr/IMG/xls/Beneficiaires_EuropAct_181009.xls
GERMANY,national,All regions,de_all_regions_esf_reg_conv_2007.csv,ESF,COM,Convergence and Regional Competitiveness,,file missing in /data,,PDF,,,,,,081001__Liste2007.pdf,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,ausgezahlter_betrag_bei_projektabschluss,jahr_bewilligung,,,jahr_der_abschliessenden_zahlung,,http://de.sitestat.com/bmas/esf/s?de.Download.5500.081001_Liste2007&documentId=5500&ns_type=pdf&ns_url=%5Bhttp://www.esf.de/portal/generator/5500/property=data/081001__Liste2007.pdf%5D,,,,12/31/2008,7/1/2010
GERMANY,national,All regions,de_all_regions_esf.csv,ESF,COM,Convergence,,,,Excel,Tier 3,yes,yes,yes,,2009__10__07__liste__konvergenz__2008(3).xls,, ,,,,Name des Begünstigten,,Bezeichnung des Vorhabens,,,,,,,,,,,,,,,Gewährte Beträge,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge,Jahr der Bewilligung / Jahr der Restzahlung,,,,,,http://de.sitestat.com/bmas/esf/s?de.Download.10458.2009_10_07_liste_konvergenz_2008&documentId=10458&ns_type=pdf&ns_url=%5Bhttp://www.esf.de/portal/generator/10458/property=data/2009__10__07__liste__konvergenz__2008.xls%5D,,,12/31/2008,7/1/2010,,,http://www.esf.de/portal/generator/1294/verzeichnis__der__beguenstigten.html
GERMANY,national,All regions,de_allregions_esf_regional_competitivity.xls,ESF,COM,Regional Competitiveness and Employment,,,,Excel,Tier 3,,yes,,,2009_10_07_liste_rwb_2008.xls,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,Type,,,,,,,,,,gewahrte_betrage,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,http://de.sitestat.com/bmas/esf/s?de.Download.10460.2009_10_07_liste_rwb_2008&documentId=10460&ns_type=pdf&ns_url=%5Bhttp://www.esf.de/portal/generator/10460/property=data/2009__10__07__liste__rwb__2008.xls%5D,,,12/31/2008,7/1/2010,,,http://www.esf.de/portal/generator/1294/verzeichnis__der__beguenstigten.html
GERMANY,national,Baden-Württemberg,de_baden_wurttenberg_esf_2007.csv,ESF,COM,,,,,PDF,Tier 3,yes,No,,,ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf,currency,fund_type,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage, ,jahr_bewilligung,,,,,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf  , ,,,,Jun-10,,,http://www.rwb-efre.baden-wuerttemberg.de/oeffentlichkeitsarbeit/
GERMANY,national,Baden-Württemberg,de_baden_wurttenberg_esf_2008.csv,ESF,COM,,,,,PDF,Tier 3,No,yes,,,ESF_BW_Liste_der_Beguenstigten_2008.pdf,currency,fund_type,,,,name_des_begunstigte,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,jahr_bewilligung,,,,,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_BW_Liste_der_Beguenstigten_2008.pdf, 
GERMANY,national,Baden-Württemberg,de_baden_wurttemberg_efre.csv,ERDF,COM,,,,,PDF,Tier 3,,,,,Transparenzliste_31-12-2008.pdf,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,bewilligter_betrag,ausgezahlter_betrag_bei_projektabschluss,jahr_bewilligung,,,,,http://www.rwb-efre.baden-wuerttemberg.de/doks/Transparenzliste_31-12-2008.pdf, 
GERMANY,national,Bayern,de_bayern_esf.csv,ESF,RM,,, ,,PDF,Tier 3, ,yes,No,No,"
inf-beguenstigte-2008",,,,,,name_des_begunstigten,,name_des_projekts,,,,,,,,,,,,,,,bewilligter_betrag_in_euro,ausbezahlter_betrag_zum_projektende,bewilligungs_jahr,,,,,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2008.pdf, ,,,30-Jun-09,,,,http://www.stmwivt.bayern.de/EFRE/Wettbewerbsfaehigkeit_Beschaeftigung/Transparenz/
GERMANY,national,Bayern,de_bayern_2007_esf.csv,ESF,COM,"Zukunft in Bayern, Europäischer Sozialfonds, Regionale Wettbewerbsfähigkeit und Beschäftigung Bayern 2007-2013",,For year 2007 only,,PDF,Tier 3,yes,,,,"
inf-beguenstigte-2007",,,,,,name_des_begunstigten,,name_des_projekts,,,,,,,,,,,,,,,bewilligter_betrag_in_euro,ausbezahlter_betrag_zum_projektende,bewilligungs_jahr,,,,,http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf, ,,,5-Sep-08
GERMANY,national,Bayern,de_bayern_erdf.xls,ERDF,COM,,,,,PDF,Tier 3,yes,yes,No,No,EU_Transparenzliste_EFRE-RWB-OP_Bayern_2007-2013_Ende_2008.pdf,,,,,,Name of Recipient,,Name of project,,,,,,,,,,Approved amount in €,,,,,bewilligter_betrag_in_euro,Amount disbursed at project end,Year of approval,,,,,http://www.stmwivt.bayern.de/EFRE/_Downloads/Wettbewerbsfaehigkeit_Beschaeftigung/EU_Transparenzliste_EFRE-RWB-OP_Bayern_2007-2013_Ende_2008.pdf, ,,,31-Dec-08
GERMANY,national,Berlin,de_berlin_esf.csv,ESF,RM,,,,EUR,PDF,Tier 3,yes,yes,No,No,,currency,,,,,begunstigter,,projekt,,,,,,,,,,,,,,,bewilligung_offentlicher_mittel,gesamtauszahlungsbetrag_abgeschlossener_projekte,,datum_erstbewilligung,,,,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf, ,,,31-Dec-08
GERMANY,national,Berlin,de_berlin_erdf.csv,ERDF,COM,,,,,PDF,Tier 3,yes,yes,No,No,efre2007_2013_beg__nstigtenverzeichnis_31122008,,,,,,begunstigter,,projekt,,,,,,,,,,,,,,,bewilligung_offentlicher,gesamtauszahlungsbetrag,,datum_erstbewilligung,,,,http://www.berlin.de/imperia/md/content/senatsverwaltungen/senwaf/struktur/efre/efre2007_2013_beg__nstigtenverzeichnis_31122008.pdf, ,,,31-Dec-08,,,,http://www.berlin.de/sen/strukturfonds/ab2007/efre/efre.html#verz
GERMANY,national,Brandenburg,de_brandenburg_edrf.xls,ERDF,COM,,,,,PDF,Tier 3,,, , ,Verzeich-2,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,http://www.mwe.brandenburg.de/sixcms/media.php/gsid=lbm1.a.1312.de/Verzeich.pdf, ,,,31-Dec-08,,,,http://www.wirtschaft.brandenburg.de/cms/detail.php?gsid=bb2.c.521803.de&amp;_siteid=62
GERMANY,national,Brandenburg,,ESF,COM,,,"Extraction software failed - PDF has security protection set. urgent - this is the agency where bosses were fired. Tried unPDF - did not work; Tel: 0331/866-5044

E-Mail: masf.presse@masf.brandenburg.de",,PDF,Tier 3,yes,yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.esf.brandenburg.de/sixcms/media.php/land_bb_boa_01.c.154782.de, ,,,31-Dec-08
GERMANY,national,Bremen,de_bremen_erdf.xls,ERDF,COM,,,,,PDF,Tier 3,,,,,,,,,,,name_des_begunstigten,,name_des_projekts,,,,,,,,,,,,,,,vorgesehene_offentliche_beteiligung,endgultige_beteiligung_nach_abschluss_des_projekts,jahr_der_bewilligung,,,,,http://www.efre-bremen.de/sixcms/media.php/13/BEGUENSTIGTENVERZEICHNIS%202009-12.pdf, ,,,11-Dec-09,,,,http://www.efre-bremen.de/index.php?id=599&amp;languageid=1
GERMANY,national,Bremen,de_bremen_esf.csv,ESF,COM,,,,,PDF,Tier 3,,,,,reportS0602-0-0-36-100115.pdf,currency,fund_type,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,, ,,,,,,,,,,,gewahrte_betrage,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_bewilligung,,,jahr_projektende,,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf, ,,,15-Jan-10
GERMANY,national,Hamburg,de_hamburg_efre.csv,ERDF,COM,,,,,PDF,Tier 3,,,,,efre-beguenstigte.pdf,currency,fund_type,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,bewilligter_betrag,ausgezahlter_betrag_zum_vorhabenabschluss,jahr_der_bewilligung,,,,,http://www.hamburg.de/contentblob/1624550/data/efre-beguenstigte.pdf  , ,,,30-Apr-09,30-Apr-10,,,http://www.hamburg.de/contentblob/1624550/data/efre-beguenstigte.pdf
GERMANY,national,Hamburg,de_hamburg_esf.csv,ESF,COM,,,,,PDF,Tier 3,,,,,liste-gefoerderter-projekte.pdf,,fund_type,,,,zuwendungsempfanger,,projekt,,,,,,,,,,,,,,,projektvolumen,,,beginn,,ende,,http://www.esf-hamburg.de/contentblob/1379164/data/liste-gefoerderter-projekte.pdf, ,,,1-Jan-10
