Country,Level,Region,Parsed data file,Program,Initial,Operational Program,OP Name,Co-financing Rate,"Sub-program
information",Explanatory Notes,"Percent
Funded
by EU
Funds (minimum)","Percent
Funded
FRANCE,national,Rhône-Alpes,fr_rhone_alpes_erdf.csv,ERDF,,Operational Programme 'Rhône-Alpes',"Programme opérationnel FEDER RHONE-ALPES, All Priorities",47.88%,,,,,,EUR,1/5/2010,,,Excel,Tier 3,,,,,,Fonds européen concerné,Région de localisation du dossier,,,Nom ou raison sociale du bénéficiaire,,Intitulé du dossier,Localisation,,,Fonds européen concerné,,,Libellé catégorisation,,,Montant du cofinanceur européen,,,,,,Montant du projet en coût total,,,,,,,,,,Rhone-Alpes.xls,,http://www.projetsdeurope.gouv.fr/IMG/xls/Rhone-Alpes.xls,,,,,http://www.projetsdeurope.gouv.fr/actu-news.php?id_article=5646&lang=fr
GERMANY,national,All regions,de_all_regions_esf_reg_conv_2007.csv,ESF,COM,Operational Programme ESF BUND 2007-2013,"Operationelles Programm ESF Bund 2007-2013, All Priorities",57.83%,Convergence and Regional Competitiveness,file missing in /data,,,,,12/31/2008,7/1/2010,,PDF,,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,ausgezahlter_betrag_bei_projektabschluss,jahr_bewilligung,,,jahr_der_abschliessenden_zahlung,,,081001__Liste2007.pdf,http://de.sitestat.com/bmas/esf/s?de.Download.5500.081001_Liste2007&documentId=5500&ns_type=pdf&ns_url=%5Bhttp://www.esf.de/portal/generator/5500/property=data/081001__Liste2007.pdf%5D
GERMANY,national,All regions,de_all_regions_esf.csv,ESF,COM,Operational Programme ESF BUND 2007-2013,"Operationelles Programm ESF Bund 2007-2013, All Priorities",57.83%,Convergence,,,,,,12/31/2008,7/1/2010,,Excel,Tier 3,yes,yes,yes,,,,,,,Name des Begünstigten,,Bezeichnung des Vorhabens,,,,,,,,,,,,,,,Gewährte Beträge,,,,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge,Jahr der Bewilligung / Jahr der Restzahlung,,,,,,2009__10__07__liste__konvergenz__2008(3).xls,,http://de.sitestat.com/bmas/esf/s?de.Download.10458.2009_10_07_liste_konvergenz_2008&documentId=10458&ns_type=pdf&ns_url=%5Bhttp://www.esf.de/portal/generator/10458/property=data/2009__10__07__liste__konvergenz__2008.xls%5D,,,,,http://www.esf.de/portal/generator/1294/verzeichnis__der__beguenstigten.html
GERMANY,national,All regions,de_allregions_esf_regional_competitivity.xls,ESF,COM,Operational Programme ESF BUND 2007-2013,"Operationelles Programm ESF Bund 2007-2013, All Priorities",57.83%,Regional Competitiveness and Employment,,,,,,12/31/2008,7/1/2010,,Excel,Tier 3,,yes,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,2009_10_07_liste_rwb_2008.xls,,http://de.sitestat.com/bmas/esf/s?de.Download.10460.2009_10_07_liste_rwb_2008&documentId=10460&ns_type=pdf&ns_url=%5Bhttp://www.esf.de/portal/generator/10460/property=data/2009__10__07__liste__rwb__2008.xls%5D,,,,,http://www.esf.de/portal/generator/1294/verzeichnis__der__beguenstigten.html
GERMANY,national,Baden-Württemberg,de_baden_wurttenberg_esf_2007.csv,ESF,COM,Operational Programme ESF Baden-Württemberg 2007-2013,"Operationelles Programm ESF Baden-Württemberg 2007-2013, All Priorities",50.00%,,,,,,,,Jun-10,,PDF,Tier 3,yes,No,,,currency,fund_type,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,,jahr_bewilligung,,,,,,ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_Liste_der_Beguenstigten_2007_sortiert_01.pdf  ,,,,,,http://www.rwb-efre.baden-wuerttemberg.de/oeffentlichkeitsarbeit/
GERMANY,national,Baden-Württemberg,de_baden_wurttenberg_esf_2008.csv,ESF,COM,Operational Programme ESF Baden-Württemberg 2007-2013,"Operationelles Programm ESF Baden-Württemberg 2007-2013, All Priorities",50.00%,,,,,,,,,,PDF,Tier 3,No,yes,,,currency,fund_type,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,,jahr_bewilligung,,,,,,ESF_BW_Liste_der_Beguenstigten_2008.pdf,http://www.esf-bw.de/esf/fileadmin/user_upload/downloads/Ministerium_fuer_Arbeit_und_Soziales/Verzeichnis_der_Beguenstigten/ESF_BW_Liste_der_Beguenstigten_2008.pdf
GERMANY,national,Baden-Württemberg,de_baden_wurttemberg_efre.csv,ERDF,COM,Operational Programme 'Baden-Württemberg',"Operationelles Programm EFRE Baden-Württemberg 2007-2013, All Priorities",7.80%,,,,,,,,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,bewilligter_betrag,,,,ausgezahlter_betrag_bei_projektabschluss,jahr_bewilligung,,,,,,Transparenzliste_31-12-2008.pdf,http://www.rwb-efre.baden-wuerttemberg.de/doks/Transparenzliste_31-12-2008.pdf
GERMANY,national,Bayern,de_bayern_esf.csv,ESF,RM,Operational Programme ESF Bavaria 2007-2013,"Operationelles Programm ESF Bayern 2007-2013, All Priorities",49.17%,,,,,,,6/30/2009,,,PDF,Tier 3,,yes,No,No,,,,,,name_des_begunstigten,,name_des_projekts,,,,,,,,,,,,,,,bewilligter_betrag_in_euro,,,,ausbezahlter_betrag_zum_projektende,bewilligungs_jahr,,,,,,"
inf-beguenstigte-2008",http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2008.pdf,,,,,,http://www.stmwivt.bayern.de/EFRE/Wettbewerbsfaehigkeit_Beschaeftigung/Transparenz/
GERMANY,national,Bayern,de_bayern_2007_esf.csv,ESF,COM,Operational Programme ESF Bavaria 2007-2013,"Operationelles Programm ESF Bayern 2007-2013, All Priorities",49.17%,"Zukunft in Bayern, Europäischer Sozialfonds, Regionale Wettbewerbsfähigkeit und Beschäftigung Bayern 2007-2013",For year 2007 only,,,,,9/5/2008,,,PDF,Tier 3,yes,,,,,,,,,name_des_begunstigten,,name_des_projekts,,,,,,,,,,,,,,,bewilligter_betrag_in_euro,,,,ausbezahlter_betrag_zum_projektende,bewilligungs_jahr,,,,,,"
inf-beguenstigte-2007",http://www.stmas.bayern.de/arbeit/esf2007-2013/inf-beguenstigte-2007.pdf
GERMANY,national,Bayern,de_bayern_erdf.xls,ERDF,COM,Operational Programme 'Bavaria',"Operationelles Programm EFRE Bayern 2007 - 2013, All Priorities",32.59%,,,,,,,12/31/2008,May 2010,,PDF,Tier 3,yes,yes,No,No,,,,,,Name of Recipient,,Name of project,,,,,,,,,,,,,,,Approved amount in €,,,,Amount disbursed at project end,Year of approval,,,,,,EU_Transparenzliste_EFRE-RWB-OP_Bayern_2007-2013_Ende_2008.pdf,http://www.stmwivt.bayern.de/EFRE/_Downloads/Wettbewerbsfaehigkeit_Beschaeftigung/EU_Transparenzliste_EFRE-RWB-OP_Bayern_2007-2013_Ende_2008.pdf NEW TO BE UPDATED: http://www.stmwivt.bayern.de/EFRE/_Downloads/Wettbewerbsfaehigkeit_Beschaeftigung/Verzeichnis_Beguenstigte_EFRE_RWB_Bayern_2007-2013.pdf
GERMANY,national,Berlin,de_berlin_esf.csv,ESF,RM,Operational Programme ESF Berlin 2007-2013,"Operationelles Programm ESF Berlin 2007-2013, All Priorities",50.00%,,,,,,EUR,12/31/2008,,,PDF,Tier 3,yes,yes,No,No,currency,,,,,begunstigter,,projekt,,,,,,,,,,,,,,,bewilligung_offentlicher_mittel,,,,gesamtauszahlungsbetrag_abgeschlossener_projekte,,datum_erstbewilligung,,,,, beguenstigtenverzeichnis_esf_2008.pdf,http://www.berlin.de/imperia/md/content/sen-strukturfonds/esf/beguenstigtenverzeichnis_esf_2008.pdf
GERMANY,national,Berlin,de_berlin_erdf.csv,ERDF,COM,Operational Programme 'Berlin',"Operationelles Programm EFRE Berlin 2007-2013, All Priorities",50.00%,,,,,,,12/31/2008,,,PDF,Tier 3,yes,yes,No,No,,,,,,begunstigter,,projekt,,,,,,,,,,,,,,,bewilligung_offentlicher,,,,gesamtauszahlungsbetrag,,datum_erstbewilligung,,,,,efre2007_2013_beg__nstigtenverzeichnis_31122008,http://www.berlin.de/imperia/md/content/senatsverwaltungen/senwaf/struktur/efre/efre2007_2013_beg__nstigtenverzeichnis_31122008.pdf,,,,,,http://www.berlin.de/sen/strukturfonds/ab2007/efre/efre.html#verz
GERMANY,national,Brandenburg,de_brandenburg_edrf.xls,ERDF,COM,Operational Programme 'Brandenburg',"Operationelles Programm EFRE Brandenburg 2007-2013, All Priorities",75.00%,,,,,,,12/31/2008,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,Verzeich-2,http://www.mwe.brandenburg.de/sixcms/media.php/gsid=lbm1.a.1312.de/Verzeich.pdf,,,,,,http://www.wirtschaft.brandenburg.de/cms/detail.php?gsid=bb2.c.521803.de&amp;_siteid=62
GERMANY,national,Brandenburg,de_brandenburg_esf.xls,ESF,RM,Operational Programme ESF Brandenburg 2007-2013,"Operationelles Programm ESF Brandenburg 2007-2013, All Priorities",75.10%,,Updated 7-July-2010,,,,EUR,7/7/2010,,Done,XLS,Tier 3,yes,yes,No,No,,,,,,Begünstigte/r,,Maßnahmebezeichnung ,,,,,,,Prioritäts-achse,,,,,,,,Gewährte Beträge,,,,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge,Jahr der Bewilligung/ Jahr der Restzahlung,,,,,,See Brandenburg folder in source data,file emailed to cynthia
GERMANY,national,Bremen,de_bremen_erdf.xls,ERDF,COM,Operational Programme 'Bremen',"Operationelles Programm EFRE Bremen 2007 - 2013, All Priorities",44.14%,,,,,,,12/11/2009,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,name_des_projekts,,,,,,,,,,,,,,,vorgesehene_offentliche_beteiligung,,,,endgultige_beteiligung_nach_abschluss_des_projekts,jahr_der_bewilligung,,,,,,BEGUENSTIGTENVERZEICHNIS 2009-12,http://www.efre-bremen.de/sixcms/media.php/13/BEGUENSTIGTENVERZEICHNIS%202009-12.pdf,,,,,,http://www.efre-bremen.de/index.php?id=599&amp;languageid=1
GERMANY,national,Bremen,de_bremen_esf.csv,ESF,COM,Operational Programme ESF Bremen 2007-2013,"Operationelles Programm ESF Bremen 2007-2013, All Priorities",49.86%,,,,,,,1/15/2010,,,PDF,Tier 3,,,,,currency,fund_type,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_bewilligung,,,jahr_projektende,,,reportS0602-0-0-36-100115.pdf,http://www.esf-bremen.de/sixcms/media.php/13/reportS0602-0-0-36-100115.pdf
GERMANY,national,Hamburg,de_hamburg_efre.csv,ERDF,COM,Operational Programme 'Hamburg',"Operationelles Programm EFRE Hamburg 2007-2013, All Priorities",47.63%,,,,,,,4/30/2009,30-Apr-10,,PDF,Tier 3,,,,,currency,fund_type,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,bewilligter_betrag,,,,ausgezahlter_betrag_zum_vorhabenabschluss,jahr_der_bewilligung,,,,,,efre-beguenstigte.pdf,http://www.hamburg.de/contentblob/1624550/data/efre-beguenstigte.pdf  ,,,,,,http://www.hamburg.de/contentblob/1624550/data/efre-beguenstigte.pdf
GERMANY,national,Hamburg,de_hamburg_esf.csv,ESF,COM,Operational Programme ESF Hamburg 2007-2013,"Operationelles Programm ESF Hamburg 2007-2013, All Priorities",50.51%,,,,,,,1/1/2010,,,PDF,Tier 3,,,,,,fund_type,,,,zuwendungsempfanger,,projekt,,,,,,,,,,,,,,,projektvolumen,,,,,,beginn,,ende,,,liste-gefoerderter-projekte.pdf,http://www.esf-hamburg.de/contentblob/1379164/data/liste-gefoerderter-projekte.pdf
GERMANY,national,Hessen,de_hessen_erdf.csv,ERDF,COM,Operational Programme 'Hessen',"Operationelles Programm EFRE Hessen 2007-2013, All Priorities",47.31%,,,,,,,4/15/2010,,,PDF,Tier 3,yes,yes,No,No,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung_restzahlung,,,,,,Begünstigtenliste-1.pdf,"http://www.wirtschaft.hessen.de/irj/servlet/prt/portal/prtroot/slimp.CMReader/HMWVL_15/HMWVL_Internet/med/915/915503c6-cddd-0b11-53a1-6e91921321b2,22222222-2222-2222-2222-222222222222,true",,,,,,http://www.efre-hessen.de/
GERMANY,national,Hessen,de_hessen_esf.xls,ESF,COM,Operational Programme ESF Hesse 2007-2013,"Operationelles Programm ESF Hessen 2007-2013, All Priorities",47.92%,,,,,,,3/25/2010,,,PDF,Tier 3,yes,yes,,,,,ort,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,,"jahr_der_bewilligung
",,,,,bewilligungszeitraum,Verzeichnis_Begünstigte_2009_3511.pdf,http://www.esf-hessen.de/upload/Verzeichnis_Begünstigte_2009_3511.pdf
GERMANY,national,Niedersachsen,de_luneburg_efre_rwb.csv,ERDF,COM,Operational Programme 'Lower Saxony' (excluding Lüneburg),"Operationelles Programm EFRE Niedersachsen (ohne Region Lüneburg) 2007-2013, All Priorities",47.65%,RWB,Zip file,,,,,6/30/2009,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,jahr_der_abschliessenden_restzahlung,,,VZ BegÅnstigte EFRE RWB 30.06.2009.pdf,http://cdl.niedersachsen.de/blob/images/C58589654_L20.zip,,,,,,http://www.mw.niedersachsen.de/master/C47094749_N47094976_L20_D0_I712.html,Double check Luneburg v Niedersachsen as DG regio site points both times to Niedersachsen
GERMANY,national,Lüneburg - Niedersachsen,de_luneburg_efre_convergence.csv,ERDF,COM,Regional Operational Programme for Lüneburg (Lower Saxony),"Operationelles Programm EFRE Niedersachsen - Region Lüneburg 2007-2013, All Priorities",67.29%,Konvergenz,Zip file,,,,,6/30/2009,,,PDF,Tier 3,yes,yes,yes,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,jahr_der_abschliessenden_restzahlung,,,VZ BegÅnstigte EFRE Konvergenz 30.06.2009.pdf,http://cdl.niedersachsen.de/blob/images/C58589679_L20.zip,,,,,,,Double check Luneburg v Niedersachsen as DG regio site points both times to Niedersachsen
GERMANY,national,Lüneburg - Niedersachsen,de_luneburg_esf_convergence.csv,ESF ,COM,Operational Programme ESF Lower Saxony - Lueneburg region 2007-2013,"Operationelles Programm ESF Niedersachsen - Region Lüneburg 2007-2013, All Priorities",72.15%,Konvergenz,Zip file,,,,,6/30/2009,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,gezahlte_gesamtbetrage,jahr_der_bewilligung,,,jahr_der_abschliessenden_restzahlung,,,de_luneburg_esf_convergence.pdf,http://cdl.niedersachsen.de/blob/images/C58589714_L20.pdf,,,,,,,Double check Luneburg v Niedersachsen as DG regio site points both times to Niedersachsen
GERMANY,national,Niedersachsen,de_luneburg_esf_rwb.csv,ESF,COM,Operational Programme ESF Lower Saxony - without region Lueneburg 2007-2013,"Operationelles Programm ESF Niedersachsen (ohne Region Lüneburg) 2007-2013, All Priorities",44.76%,RWB,Zip file,,,,,6/30/2009,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,gezahlte_gesamtbetrage,jahr_der_bewilligung,,,jahr_der_abschliessenden_restzahlung,,,C58589700_L20.pdf,http://cdl.niedersachsen.de/blob/images/C58589700_L20.pdf,,,,,,,Double check Luneburg v Niedersachsen as DG regio site points both times to Niedersachsen
GERMANY,national,Mecklenburg-Vorpommern,de_mecklen_erdf.csv,ERDF,COM,Operational Programme 'Mecklenburg-Vorpommern',"Operationelles Programm EFRE 2007 - 2013 Mecklenburg-Vorpommern, All Priorities",75.00%,,,,,,,12/31/2008,,,PDF,Tier 3,yes,yes,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,Verzeichnis der Begünstigten EFRE.pdf,http://www.europa-mv.de/docs/download/10577/Verzeichnis%20der%20Beg%C3%BCnstigten%20EFRE.pdf,,,,,,http://www.europa-mv.de/download/downloads.htm?select=Dokument_10577
GERMANY,national,Mecklenburg-Vorpommern,de_mecklen_esf.csv,ESF ,COM,Operational Programme ESF Mecklenburg-Vorpommern 2007-2013,"Operationelles Programm ESF Mecklenburg-Vorpommern 2007-2013, All Priorities",75.00%,,,,,,,12/31/2008,,,PDF,Tier 3,yes,yes,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,Verzeichnis der Begünstigten ESF.pdf,http://www.europa-mv.de/docs/download/10583/Verzeichnis%20der%20Beg%C3%BCnstigten%20ESF.pdf
GERMANY,national,Nordrhein-Westfalen,de_nordrhein_westfalen_esf.csv,ESF,ROB,Operational Programme ESF Nordrhein-Westfalen 2007-2013,"Operationelles Programm ESF Nordrhein-Westfalen 2007-2013, All Priorities",50.00%,,174 pages - better done programatiacally,,,,,31.12.2008,,,PDF,,,,,,,,,,,name_des_begunstigten,,kurzbeschreibung_des_vorhabens,wohnort_des_begunstigten,kurzbeschreibung_des_vorhabens,,,,,,,,,,,,,gewahrte_betrage,,,,,jahr_der_bewilligung,,,,,,operationelles_programm_beguenstigtenverzeichnis_barr.pdf,http://www.arbeit.nrw.de/pdf/esf/operationelles_programm_beguenstigtenverzeichnis_barr.pdf
GERMANY,national,Nordrhein-Westfalen,de_nordrhein_westfalen_erdf.csv,ERDF,COM,Operational Programme 'North Rhine-Westphalia',"Operationelles Programm EFRE Nordrhein-Westfalen 2007-2013, All Priorities",50.00%,,"call -  Barbara Budzynski
Telefon: 0211/837-22 87
Telefax: 0211/837-26 65
Mail: office(at)ziel2.nrw.de; emailed",,,,,,,,PDF,,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,bewilligter_betrag_in_euro,,,,,jahr_der_bewilligung,,,,,,Verzeichnis_Beguenstigte_2009_07_07.pdf,http://www.ziel2.nrw.de/3_Ergebnisse/Verzeichnis_Beguenstigte_2009_07_07.pdf
GERMANY,national,Rheinland-Pfalz,de_rheinland_erdf.csv,ERDF,COM,Operational Programme 'Rhineland-Palatinate',"Operationelles Programm EFRE Rheinland-Pfalz 2007-2013, All Priorities",39.91%,"RWB-EFRE-Programm Rheinland-Pfalz ""Wachstum durch Innovation"" (2007-2013)",,,,,,6/30/2009,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,Nordrhein_Verzeichnis_Beguenstigte_2009_07_07.pdf,"http://www.mwvlw.rlp.de/icc/internet/med/d7a/d7a0dfa2-f1e4-e114-e644-9e3742f22936,11111111-1111-1111-1111-111111111111.pdf",,,,,,http://www.mwvlw.rlp.de/internet/nav/75b/broker.jsp?uMen=75b21781-7897-011a-3b21-71e3742f2293&uCon=760dfa2f-1e4e-114e-6449-e3742f22936b&uTem=aaaaaaaa-aaaa-aaaa-aaaa-000000000011
GERMANY,national,Rheinland-Pfalz,de_rheinland_esf.csv,ESF,COM,Operational Programme ESF Rhineland-Palatinate 2007-2013,"Operationelles Programm ESF Rheinland-Pfalz 2007-2013, All Priorities",50.00%,,no data for 2007 as no projects were funded as per Press Office,,,,,6/26/2009,,,PDF,Tier 3,no - no projects funded,yes,yes,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,Begünstigtenverzeichnis_ESF_Rheinland-Pfalz_2008.pdf,http://www.masgff.rlp.de/fileadmin/masgff/Arbeit/Europa/Begünstigtenverzeichnis_ESF_Rheinland-Pfalz_2008.pdf
GERMANY,national,Saarland,de_saarland_efre.csv,ERDF,COM,Operational Programme 'Saarland',"Operationelles Programm EFRE Saarland 2007 - 2013, All Priorities",37.37%,,data 2 years old; trying to find upated first; called 9 May 2010 waiting for response from b.sehn@wirtschaft.saarland.de / +49-681-501-1659,,,,,6/8/2010,6/30/2010,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,Beguenstigtenverzeichnis_EFRE_SAARLAND0609b.pdf,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_EFRE_SAARLAND0609b.pdf,,,,,,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_EFRE_SAARLAND0609b.pdf,Follow up to get new numbers on 30 June 2010
GERMANY,national,Saarland,de_saarland_esf.csv,ESF,COM,Operational Programme ESF Saarland 2007-2013,"Operationelles Programm ESF Saarland 2007-2013, All Priorities",50.00%,,doesn't contain financial figures; ESF contact: Her Pfahler +496815013827; or Mr. Stoll - will send updated version when it's ready by end of June. ,,,,,7/9/0209,,,PDF,Tier 3,,,,,,,,,,name_der_begunstigten,,vorhaben,,,,,,,,,,,,,,,amount,,,,,,zeitraum_der_bewilligung,,,,,Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf,http://www.saarland.de/dokumente/thema_strukturfondsfoerderung/Beguenstigtenverzeichnis_ESF_SAARLAND1109.pdf,,,,,Emailed for update with numbers,,"Follow up Ministerium für Arbeit, Familie, Prävention, Soziales und Sport Referat B2: Europäischer Sozialfonds -Verwaltungsbehörde im Saarland-Klaus-Peter Pfahler Franz-Josef-Röder-Straße 23 66119 Saarbrücken E-Mail-Kontakt p.pfahler@arbeit.saarland.de Telefon (0681) 501-3827 Telefax (0681) 501-3402
"
GERMANY,national,Sachsen,de_sachsen_esf.csv,ESF,RM,Operational Programme ESF Saxony 2007-2013,"Operationelles Programm ESF Sachsen 2007-2013, All Priorities",75.33%,,HTML,,,,,7/9/0209,jun 2010,,HTML,Tier 3,,,,,,,,,,Name des Begünstigten,,Bezeichnung des Vorhabens,,,,,,,,,,,,,,,gewährte Beträge,,,,bei Abschluss des Vorhabens gezahlte Gesamtbeträge,Jahr der Bewilligung/Jahr der Restzahlung,,,,,,VZB_20090811_20090731_2007DE051PO004.html,http://www.statistik.sachsen.de/foerderportal/VZB_20090811_20090731_2007DE051PO004.html,,http://www.statistik.sachsen.de/foerderportal/VZB_20090811_20090731_2007DE051PO004.html,,,,http://www.statistik.sachsen.de/foerderportal/
GERMANY,national,Sachsen,de_sachsen_erdf.csv,ERDF,RM,Operational Programme 'Saxony',"Operationelles Programm EFRE Sachsen 2007-2013, All Priorities",41.81%,,HTML,,,,,12/31/2008,12/31/2009,,HTML,Tier 3,,,,,,,,,,Name des Begünstigten,,Bezeichnung des Vorhabens,,,,,,,,,,,,,,,gewährte Beträge,,,,bei Abschluss des Vorhabens gezahlte Gesamtbeträge,Jahr der Bewilligung/Jahr der Restzahlung,,,,,,VZB_2007DE161PO004.html,,,http://www.statistik.sachsen.de/foerderportal/VZB_2007DE161PO004.html,,,,http://www.statistik.sachsen.de/foerderportal/
GERMANY,national,Sachsen-Anhalt,de_sachsen-anhalt_esf.csv,ESF,COM,Operational Programme ESF Saxony-Anhalt 2007-2013,"Operationelles Programm ESF Sachsen-Anhalt 2007-2013, All Priorities",74.76%,,,,,,,12/31/2008,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,Begünstigtenliste_ESF_2008.pdf,http://www.sachsen-anhalt.de/LPSA/fileadmin/Elementbibliothek/Bibliothek_Politik_und_Verwaltung/Bibliothek_Europa/Publikationen/Liste_der_Beguenstigten/Beg%C3%BCnstigtenliste_ESF_2008.pdf,,,,,,http://www.sachsen-anhalt.de/LPSA/index.php?id=31613
GERMANY,national,Sachsen-Anhalt,de_sachsen-anhalt_erdf.csv,ERDF,COM,Operational Programme 'Saxony-Anhalt',"Operationelles Programm EFRE Sachsen-Anhalt 2007-2013, All Priorities",74.35%,,,,,,,12/31/2008,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,Begünstigtenliste_EFRE_2008.pdf,http://www.sachsen-anhalt.de/LPSA/fileadmin/Elementbibliothek/Bibliothek_Politik_und_Verwaltung/Bibliothek_Europa/Publikationen/Liste_der_Beguenstigten/Beg%C3%BCnstigtenliste_EFRE_2008.pdf
GERMANY,national,Schleswig-Holstein,de_schleswig_holstein_esf.csv,ESF,RM,Operational Programme ESF Schleswig-Holstein 2007-2013,"Operationelles Programm ESF Schleswig-Holstein 2007-2013, All Priorities",44.33%,,,,,,,12/31/2008,7/1/2010,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,vdb_20081231.pdf,http://www.ib-sh.de/fileadmin/ibank/Zukunftsprogramm/vdb_20081231.pdf,,,,,,http://www.ib-sh.de/index.php?id=1861&amp;tictarget=fileadmin/ibank/Zukunftsprogramm/zp-wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf
